FIRST,LAST,START,minAt*,Gpred(minAt*),maxAt*,Gpred(maxAt*),n_0*,Cpred_min(n_0*),n_1*,Cpred_max(n_1*),n_geom,<COUNT>*,Cpred_avg,n_v,Calign_min(n_v),n_u,Calign_max(n_u),n_a,CboundMin(n_a),n_b,CboundMax(n_b),jitter
158235,159389,(11#)137/2,158243,1469.845,158340,5323.851,159389,2.662581,158340,9.63906561,158811,2233.073786,4.033096237,158791,2.350054,158340,9.71453061,158243,1.588602,158235,10.46398731,0.312588
159390,160544,(11#)69,159394,1478.756,159390,5507.988,160541,2.662566,159390,9.91769910,159966,2246.772292,4.033414453,160442,2.349838,159390,9.94511696,159394,1.594256,159390,10.83815861,0.312686
160545,161699,(11#)139/2,160546,1487.646,160545,5327.891,161683,2.662551,160545,9.53594422,161121,2260.142090,4.033168139,161156,2.349915,160545,9.56351936,160546,1.599820,160545,10.45365201,0.312791
161700,162854,(11#)70,161708,1496.622,162435,5593.555,162853,2.662538,162435,9.91427750,162276,2273.797591,4.033456927,161717,2.349675,162435,9.92906756,161717,1.605380,162435,10.74940633,0.312904
162855,164009,(11#)141/2,162859,1505.449,162855,5471.509,163997,2.662523,162855,9.67711174,163431,2287.028538,4.033019574,162872,2.349681,162855,9.70378960,162859,1.610755,162855,10.58584161,0.313020
164010,165164,(11#)71,164011,1514.310,164010,5462.219,165161,2.662509,164010,9.60389037,164586,2300.189749,4.032492631,165161,2.349790,164010,9.62995549,164011,1.616110,164010,10.50821076,0.313142
165165,166319,(13#)11/2,165173,1523.239,165165,5908.048,166319,2.662495,165165,10.32724606,165741,2314.214129,4.033499550,165811,2.349468,165165,10.35187109,165173,1.621444,165165,11.52736048,0.313272
166320,167474,(11#)72,166349,1532.266,166320,5447.266,167471,2.662481,166320,9.46659105,166896,2327.338526,4.032957933,167372,2.349514,166530,9.49287443,166349,1.626775,166320,10.36226496,0.313409
167475,168629,(11#)145/2,167483,1540.961,167475,5681.639,168629,2.662468,167475,9.81715484,168051,2340.776446,4.032988207,167801,2.348972,167475,9.84412082,167483,1.631851,167475,10.70856725,0.313547
168630,169784,(11#)73,168631,1549.755,169575,5627.075,169783,2.662454,169575,9.62237255,169206,2354.394771,4.033349559,168737,2.348922,169260,9.67056292,168631,1.636929,168630,10.48706467,0.313692
169785,170939,(11#)147/2,169789,1558.617,169785,5541.608,170927,2.662440,169785,9.46644780,170361,2367.566865,4.032969816,170881,2.348450,169785,9.49271464,169789,1.641989,169785,10.34954843,0.313844
170940,172094,(11#)74,170948,1567.513,170940,5732.262,172093,2.662427,170940,9.73686678,171516,2381.064956,4.033170164,171881,2.348407,170940,9.76260381,170953,1.647014,170940,10.61587099,0.314002
172095,173249,(11#)149/2,172097,1576.251,172095,5642.486,173249,2.662414,172095,9.53074787,172671,2394.205674,4.032789150,172882,2.348483,172095,9.55578174,172097,1.651893,172095,10.40571322,0.314163
173250,174404,(11#)75,173254,1585.096,173250,5635.725,174389,2.662401,173250,9.46630613,173826,2407.397483,4.032522025,173896,2.349110,173250,9.49024165,173254,1.656789,173250,10.33727179,0.314330
174405,175559,(11#)151/2,174407,1593.865,174405,5705.025,175543,2.662387,174405,9.52979147,174981,2421.021272,4.032998888,175172,2.348664,174405,9.55614529,174407,1.661570,174405,10.39681295,0.314503
175560,176714,(11#)76,175564,1602.711,175560,6033.484,176713,2.662375,175560,10.02304749,176136,2434.411020,4.033102799,176536,2.348020,175560,10.04928863,175573,1.666369,175560,10.85418628,0.314682
176715,177869,(11#)153/2,176716,1611.474,176715,6111.461,177841,2.662362,176715,10.09724336,177291,2447.461399,4.032668803,177746,2.347512,176715,10.12303770,176716,1.671068,176715,11.00233743,0.314863
177870,179024,(11#)77,177874,1620.255,177870,5760.734,179021,2.662349,177870,9.46612223,178446,2460.920720,4.032930966,178252,2.347744,177870,9.49144970,177874,1.675694,177870,10.32156763,0.315051
179025,180179,(11#)155/2,179026,1629.001,179025,5991.598,180179,2.662336,179025,9.79249350,179601,2473.916190,4.032455728,179176,2.347222,179025,9.81717382,179029,1.680264,179025,10.64417228,0.315243
180180,181334,(13#)6,180181,1637.742,180180,6352.424,181303,2.662324,180180,10.32657872,180756,2487.577082,4.033084527,180331,2.346941,180180,10.35008259,180181,1.684790,180180,11.45141776,0.315440
181335,182489,(11#)157/2,181348,1646.620,181545,6091.679,182489,2.662311,181545,9.84056942,181911,2500.662774,4.032798415,182101,2.346583,181545,9.88067259,181354,1.689366,181545,10.55101656,0.315645
182490,183644,(11#)79,182498,1655.308,182490,5961.691,183637,2.662299,182490,9.58887822,183066,2513.896155,4.032772927,183256,2.346503,182490,9.61475675,182503,1.693758,182490,10.42950235,0.315851
183645,184799,(11#)159/2,183646,1663.989,183645,6032.289,184777,2.662287,183645,9.65150593,184221,2527.378068,4.033163254,183971,2.346179,183645,9.67714951,183646,1.698118,183645,10.48853209,0.316060
184800,185954,(11#)80,184802,1672.724,185640,6252.103,185951,2.662274,185640,9.91329877,185376,2540.319799,4.032711488,185467,2.345903,185640,9.97519410,184802,1.702458,185640,10.67440027,0.316275
185955,187109,(11#)161/2,185957,1681.424,185955,6262.991,187091,2.662262,185955,9.91656461,186531,2553.542407,4.032728516,186742,2.345651,185955,9.94125318,185957,1.706728,185955,10.74473864,0.316496
187110,188264,(11#)81,187111,1690.126,187110,6009.313,188261,2.662250,187110,9.46577079,187686,2566.576703,4.032468816,187897,2.345418,187110,9.48976588,187111,1.710965,187110,10.29222468,0.316720
188265,189419,(11#)163/2,188273,1698.882,188370,6215.725,189407,2.662238,188370,9.73617373,188841,2579.995844,4.032832048,188911,2.345633,188370,9.81225596,188273,1.715187,188370,10.46008680,0.316950
189420,190574,(11#)82,189421,1707.524,189420,6226.838,190573,2.662226,189420,9.70839418,189996,2593.021781,4.032598297,190186,2.345378,189420,9.73376297,189421,1.719311,189420,10.52799331,0.317182
190575,191729,(11#)165/2,190577,1716.218,190575,6102.021,191717,2.662215,190575,9.46564238,191151,2606.222535,4.032656071,191551,2.344602,190575,9.49092460,190577,1.723419,190575,10.28187306,0.317420
191730,192884,(11#)83,191732,1724.932,191730,6208.627,192883,2.662202,191730,9.58246195,192306,2619.451515,4.032774193,191837,2.344792,191730,9.60734429,191738,1.727519,191730,10.39535304,0.317663
192885,194039,(11#)167/2,192887,1733.567,192885,6201.065,194027,2.662191,192885,9.52292833,193461,2632.648999,4.032860445,193916,2.344182,192885,9.54734772,192887,1.731496,192885,10.33252243,0.317907
194040,195194,(11#)84,194042,1742.249,194040,6194.543,195193,2.662180,194040,9.46551863,194616,2645.018677,4.031704222,194917,2.343834,194040,9.48934542,194042,1.735489,194040,10.27184356,0.318157
195195,196349,(13#)13/2,195197,1750.886,195195,6791.222,196337,2.662168,195195,10.32597584,195771,2658.668527,4.032519357,195751,2.343652,195195,10.34839166,195197,1.739404,195195,11.38598287,0.318411
196350,197504,(11#)85,196358,1759.597,196350,6673.139,197479,2.662157,196350,10.09646852,196926,2672.081730,4.032983372,196907,2.343388,196350,10.11780857,196358,1.743333,196350,10.93603544,0.318670
197505,198659,(11#)171/2,197507,1768.174,197505,6656.567,198659,2.662145,197505,10.02218719,198081,2685.067164,4.032816657,197621,2.343278,197505,10.04690872,197507,1.747146,197505,10.78765039,0.318930
198660,199814,(11#)86,198668,1776.888,198660,6471.568,199813,2.662134,198660,9.69621990,199236,2697.894442,4.032433338,199777,2.346888,198660,9.72067279,198673,1.750993,198660,10.48981982,0.319198
199815,200969,(11#)173/2,199819,1785.447,199815,6385.243,200929,2.662124,199815,9.52067059,200391,2710.799571,4.032187516,199832,2.342782,199815,9.54495676,199819,1.754734,199815,10.31117425,0.319465
200970,202124,(11#)87,200971,1794.043,200970,6615.046,202121,2.662112,200970,9.81584623,201546,2724.382699,4.032962872,202121,2.342604,200970,9.83962638,200971,1.758457,200970,10.60325715,0.319737
202125,203279,(11#)175/2,202127,1802.661,202125,6409.378,203279,2.662101,202125,9.46524115,202701,2736.946015,4.032244513,203122,2.342482,202125,9.48834936,202127,1.762155,202125,10.24963998,0.320014
203280,204434,(11#)88,203282,1811.283,203490,6551.721,204431,2.662090,203490,9.62109273,203856,2750.065692,4.032366061,203926,2.341876,203490,9.66167507,203282,1.765830,203280,10.24659017,0.320295
204435,205589,(11#)177/2,204437,1819.861,204435,6584.049,205589,2.662080,204435,9.63121763,205011,2763.310885,4.032684563,204641,2.341473,204435,9.65572087,204437,1.769433,204435,10.40963420,0.320579
205590,206744,(11#)89,205594,1828.483,205590,6575.828,206699,2.662069,205590,9.57392014,206166,2776.280919,4.032615410,206411,2.341000,205590,9.59835038,205594,1.773040,205590,10.34938719,0.320867
206745,207899,(11#)179/2,206749,1837.047,207480,6810.258,207877,2.662058,207480,9.83961511,207321,2788.992365,4.032189617,207412,2.340810,207480,9.85182749,206749,1.776572,207480,10.48914410,0.321158
207900,209054,(11#)90,207902,1845.624,208845,6898.384,209039,2.662047,208845,9.91245622,208476,2802.018759,4.032237191,208931,2.341982,208845,9.93403476,207902,1.780096,208845,10.61433719,0.321453
209055,210209,(11#)181/2,209063,1854.218,209055,6629.364,210209,2.662037,209055,9.51788769,209631,2814.902760,4.032095686,209227,2.347311,209055,9.54088819,209063,1.783575,209055,10.28469240,0.321752
210210,211364,(13#)7,210214,1862.768,210210,7225.097,211349,2.662026,210210,10.32542719,210786,2828.342667,4.032761931,210557,2.340029,210210,10.34704626,210214,1.787024,210210,11.32893243,0.322053
211365,212519,(11#)183/2,211366,1871.299,211365,6766.156,212507,2.662016,211365,9.62536047,211941,2841.053120,4.032400802,212207,2.339438,211575,9.65205043,211369,1.790419,211365,10.38652844,0.322358
212520,213674,(11#)92,212522,1879.853,212520,7002.083,213659,2.662005,212520,9.91560897,213096,2853.991675,4.032380631,213496,2.339353,212520,9.93960024,212522,1.793807,212520,10.67226980,0.322666
213675,214829,(11#)185/2,213676,1888.403,213675,6905.972,214817,2.661995,213675,9.73528747,214251,2866.746897,4.032117952,214211,2.339014,213675,9.75905071,213676,1.797173,213675,10.49092696,0.322977
214830,215984,(11#)93,214831,1896.901,214830,6977.082,215983,2.661985,214830,9.79120150,215406,2879.798618,4.032287259,215771,2.338978,214830,9.81454833,214831,1.800446,214830,10.54411178,0.323292
215985,217139,(11#)187/2,215998,1905.534,215985,7226.450,217121,2.661975,215985,10.09577805,216561,2892.724000,4.032292739,216421,2.338350,215985,10.11856877,215998,1.803777,215985,10.88053941,0.323614
217140,218294,(11#)94,217142,1913.973,217140,6956.344,218287,2.661964,217140,9.67508243,217716,2905.739429,4.032436785,217577,2.338032,217140,9.69721462,217142,1.806996,217140,10.42262245,0.323932
218295,219449,(11#)189/2,218308,1922.584,218295,6835.357,219437,2.661955,218295,9.46471882,218871,2918.349961,4.032034431,218852,2.337689,218295,9.48574714,218308,1.810271,218295,10.20961356,0.324260
219450,220604,(11#)95,219451,1930.967,219450,7269.495,220589,2.661945,219450,10.02143115,220026,2931.655081,4.032604506,220502,2.337113,219450,10.04514976,219451,1.813387,219450,10.73302269,0.324584
220605,221759,(11#)191/2,220613,1939.518,220605,6932.310,221747,2.661935,220605,9.51472718,221181,2944.092904,4.031995401,221581,2.337979,220605,9.53839988,220613,1.816566,220605,10.25439955,0.324917
221760,222914,(11#)96,221762,1947.985,221760,6926.052,222913,2.661925,221760,9.46461322,222336,2957.164822,4.032270220,222646,2.336494,221760,9.48791587,221762,1.819695,221760,10.20170788,0.325249
222915,224069,(11#)193/2,222919,1956.468,223860,7029.716,224069,2.661915,223860,9.53073578,223491,2970.177603,4.032474674,222932,2.336509,223860,9.55165113,222919,1.822786,222915,10.24867729,0.325587
224070,225224,(11#)97,224071,1964.927,224070,7059.921,225223,2.661905,224070,9.56417213,224646,2982.493750,4.031749928,224221,2.336424,224070,9.58645375,224071,1.825851,224070,10.29618770,0.325926
225225,226379,(13#)15/2,225227,1973.408,225225,7654.340,226379,2.661895,225225,10.32492096,225801,2995.653863,4.032180972,225871,2.335872,225225,10.34581238,225227,1.828898,225225,11.27871293,0.326269
226380,227534,(11#)98,226381,1981.868,226380,7046.615,227533,2.661886,226380,9.46447531,226956,3008.620407,4.032360249,227432,2.335783,226380,9.48436601,226381,1.831913,226380,10.19150389,0.326615
227535,228689,(11#)197/2,227537,1990.336,227535,7112.958,228677,2.661877,227535,9.51297687,228111,3021.341005,4.032222655,228511,2.334813,227535,9.53628323,227537,1.834905,227535,10.23754833,0.326964
228690,229844,(11#)99,228692,1998.826,229425,7113.872,229841,2.661867,228690,9.46440904,229266,3034.161714,4.032231879,229666,2.334271,228690,9.48750148,228692,1.837905,228690,10.18654017,0.327316
229845,230999,(11#)199/2,229847,2007.239,229845,7172.997,230999,2.661857,229845,9.51241792,230421,3046.870594,4.032105924,230941,2.333858,229845,9.53509916,229847,1.840803,229845,10.23213570,0.327671
231000,232154,(11#)100,231001,2015.675,232050,7534.170,232153,2.661848,232050,9.91171578,231576,3059.503431,4.031893606,231877,2.333650,232050,9.98138900,231001,1.843711,232050,10.56501482,0.328028
232155,233309,(11#)201/2,232171,2024.220,232155,7307.500,233297,2.661839,232155,9.60991216,232731,3072.398280,4.032039461,232591,2.333329,232155,9.63142998,232171,1.846632,232155,10.32486210,0.328393
233310,234464,(11#)101,233314,2032.580,233415,7515.563,234463,2.661829,233415,9.83879344,233886,3085.146012,4.032003562,233866,2.332923,233415,9.91660626,233314,1.849475,233415,10.43957896,0.328753
234465,235619,(11#)203/2,234467,2040.971,234465,7525.472,235607,2.661820,234465,9.81477062,235041,3097.834647,4.031903181,235022,2.332558,234465,9.83768003,234467,1.852289,234465,10.52501528,0.329118
235620,236774,(11#)102,235621,2049.382,235620,7772.443,236773,2.661811,235620,10.09515643,236196,3110.695717,4.032039043,236596,2.332617,235620,10.11794875,235621,1.855096,235620,10.83331468,0.329486
236775,237929,(11#)205/2,236779,2057.815,236775,7504.146,237929,2.661802,236775,9.70684787,237351,3123.727499,4.032404728,237806,2.331903,236775,9.72928609,236779,1.857887,236775,10.41251035,0.329859
237930,239084,(11#)103,237934,2066.239,237930,7419.198,239081,2.661793,237930,9.55785034,238506,3136.018598,4.031827225,239026,2.331948,237930,9.57979262,237934,1.860661,237930,10.26123860,0.330233
239085,240239,(11#)207/2,239087,2074.606,239085,7727.548,240209,2.661784,239085,9.91478590,239661,3148.630971,4.031678709,239236,2.331206,239085,9.93641116,239087,1.863378,239085,10.61423132,0.330609
240240,241394,(13#)8,240242,2083.017,240240,8079.458,241393,2.661775,240240,10.32445160,240816,3161.652912,4.032064602,240677,2.331133,240240,10.34470011,240242,1.866105,240240,11.23411389,0.330988
241395,242549,(11#)209/2,241412,2091.531,241395,7873.372,242533,2.661766,241395,10.02075765,241971,3174.751608,4.032554401,242161,2.330190,241395,10.04000405,241421,1.868837,241395,10.68728115,0.331378
242550,243704,(11#)105,242551,2099.762,242550,7465.796,243703,2.661757,242550,9.46401883,243126,3186.725438,4.031629132,242876,2.330086,242550,9.48670751,242551,1.871445,242550,10.15851244,0.331755
243705,244859,(11#)211/2,243707,2108.146,243705,7531.411,244859,2.661748,243705,9.50926967,244281,3199.819818,4.032135199,244162,2.329901,243705,9.53175374,243707,1.874092,243705,10.20158879,0.332142
244860,246014,(11#)106,244861,2116.509,244860,7672.894,246011,2.661739,244860,9.64952273,245436,3212.667273,4.032336685,245527,2.329015,244860,9.67160373,244861,1.876712,244860,10.33968093,0.332532
246015,247169,(11#)213/2,246017,2124.881,246015,7664.541,247141,2.661731,246015,9.60108227,246591,3224.712878,4.031546372,246802,2.328567,246015,9.62266733,246017,1.879314,246015,10.28910219,0.332924
247170,248324,(11#)107,247183,2133.319,247170,7657.036,248323,2.661722,247170,9.55402688,247746,3237.457476,4.031644471,247957,2.328175,247170,9.57494802,247183,1.881916,247170,10.23992169,0.333323
248325,249479,(11#)215/2,248342,2141.718,248325,7800.188,249463,2.661714,248325,9.69468979,248901,3250.229896,4.031786683,248971,2.328485,248325,9.71457171,248342,1.884496,248325,10.37848160,0.333722
249480,250634,(11#)108,249497,2150.048,249480,7644.178,250619,2.661705,249480,9.46383210,250056,3263.088570,4.032043952,249532,2.328377,249795,9.52823915,249497,1.887018,249480,10.14553371,0.334122
250635,251789,(11#)217/2,250636,2158.309,250635,7938.421,251789,2.661697,250635,9.79013972,251211,3276.073562,4.032463911,251611,2.326939,251160,9.81288770,250643,1.889512,250635,10.46977106,0.334521
251790,252944,(11#)109,251791,2166.610,252525,7798.519,252937,2.661688,252525,9.55716228,252366,3287.607205,4.031113086,252886,2.326492,251790,9.57414523,251791,1.891991,251790,10.22979624,0.334923
252945,254099,(11#)219/2,252946,2174.958,253890,7878.906,254083,2.661680,253890,9.61205271,253521,3301.167328,4.032258639,254041,2.326180,253890,9.63176110,252949,1.894472,252945,10.27257675,0.335332
254100,255254,(11#)110,254102,2183.291,254100,7762.697,255253,2.661671,254100,9.46371186,254676,3312.959780,4.031254128,255251,2.325577,254100,9.48462491,254102,1.896935,254100,10.13723050,0.335741
255255,270269,(17#)/2,255259,2191.607,255255,9067.342,262144,2.661612,255255,11.01228466,262655,3401.384432,4.031736877,269902,2.320254,255255,11.03177480,255259,1.899360,255255,12.11578035,0.336153
270270,285284,(13#)9,270271,2299.250,270270,8918.277,285283,2.661467,270270,10.32361264,277676,3563.813765,4.031588520,284917,2.313979,270270,10.34267277,270271,1.929301,270270,11.15830267,0.341718
285285,300299,(13#)19/2,285287,2406.057,285285,9881.467,300299,2.661375,285285,10.93048147,292696,3725.011372,4.031488158,296137,2.309336,285285,10.94908676,285287,1.956421,285285,11.84642456,0.347652
300300,315314,(13#)10,300301,2512.038,314160,9895.594,315313,2.661288,300300,10.32287406,307715,3884.925199,4.031295577,300946,2.313073,300300,10.34099125,300301,1.981105,300300,11.09614363,0.348927
315315,330329,(13#)21/2,315334,2617.408,329175,10216.451,330329,2.661205,315315,10.32253710,322735,4043.812282,4.031208149,315466,2.324920,315315,10.33979295,315334,2.003717,315315,11.06904732,0.336519
330330,345344,(13#)11,330331,2721.775,330330,10557.161,345329,2.661127,330330,10.32221960,337754,4201.566920,4.031051847,331172,2.336779,330330,10.33892379,330331,2.024416,330330,11.04415154,0.325157
345345,360359,(13#)23/2,345346,2825.622,345345,11481.766,360337,2.661053,345345,10.81343727,352772,4358.374753,4.030953877,345692,2.346768,345345,10.82958496,345346,2.043544,345345,11.48679360,0.314669
360360,375374,(13#)12,360362,2928.817,373065,12109.762,375373,2.660982,373065,10.68568261,367790,4514.203446,4.030833042,360511,2.356578,373065,10.70244483,360362,2.061234,373065,11.27955561,0.304967
375375,390389,(13#)25/2,375391,3031.474,375375,11757.991,390389,2.660914,375375,10.32135581,382808,4669.144114,4.030730285,375526,2.365134,375375,10.33628040,375391,2.077661,375375,10.98021424,0.295958
390390,405404,(13#)13,390391,3133.369,390390,12153.648,405401,2.660850,390390,10.32109578,397826,4823.259916,4.030660352,391387,2.373908,390390,10.33567358,390391,2.092933,390390,10.96183979,0.287587
405405,420419,(13#)27/2,405407,3234.819,405405,12547.093,420419,2.660788,405405,10.32084621,412844,4976.495499,4.030544137,406766,2.382368,405405,10.33502463,405407,2.107207,405405,10.94468280,0.279766
420420,435434,(13#)14,420421,3335.726,431970,12944.117,435427,2.660728,420420,10.32060646,427861,5128.928394,4.030419412,421066,2.388902,420420,10.33440433,420421,2.120565,420420,10.92861678,0.272449
435435,450449,(13#)29/2,435437,3436.140,435435,13821.603,450431,2.660671,435435,10.70261344,442878,5280.716907,4.030381458,435586,2.395233,435435,10.71603827,435437,2.133099,435435,11.29546968,0.265584
450450,465464,(13#)15,450451,3536.055,451605,14079.831,465463,2.660617,451605,10.57131934,457895,5431.716508,4.030292614,451006,2.401863,451605,10.58338889,450451,2.144881,451605,11.01942988,0.259132
465465,480479,(13#)31/2,465469,3635.531,465465,14587.573,480463,2.660564,465465,10.67580632,472912,5581.988179,4.030181652,465616,2.409115,465465,10.68848058,465469,2.155986,465465,11.24183991,0.253052
480480,495494,(13#)16,480484,3734.570,480480,14485.381,495491,2.660513,480480,10.31974148,487929,5731.672653,4.030130253,482401,2.414297,480480,10.33212621,480499,2.166476,480480,10.87338563,0.247310
495495,510509,(13#)33/2,495511,3833.194,504735,15356.024,510481,2.660464,504735,10.49286298,502946,5880.639009,4.030027278,495932,2.419235,504735,10.50694588,495511,2.176384,504735,10.87727956,0.241887
510510,525524,(17#),510518,3931.319,510510,16265.058,524288,2.660415,510510,11.00731275,517963,6029.083728,4.029992365,511507,2.424168,510510,11.01897614,510518,2.185772,510510,11.65820051,0.236752
525525,540539,(13#)35/2,525529,4029.039,533715,15924.334,540539,2.660371,533715,10.37804023,532979,6176.810784,4.029878868,526367,2.428819,533715,10.42869000,525529,2.194671,525525,10.83941148,0.231881
540540,555554,(13#)18,540541,4126.394,540540,16005.382,555523,2.660326,540540,10.31899420,547996,6324.087421,4.029849740,541186,2.433772,540540,10.33025290,540541,2.203132,540540,10.82920917,0.227251
555555,570569,(13#)37/2,555557,4223.401,569415,16961.704,570569,2.660283,555555,10.61364589,563012,6470.697733,4.029752817,557476,2.438042,555555,10.62468153,555557,2.211185,555555,11.11432361,0.222846
570570,585584,(13#)19,570574,4320.068,570570,17742.145,585581,2.660242,570570,10.92563636,578028,6616.880701,4.029727308,571841,2.442181,570570,10.93629474,570574,2.218864,570570,11.47099768,0.218648
585585,600599,(13#)39/2,585587,4416.329,596505,17371.474,600577,2.660201,585585,10.31849508,593044,6762.446743,4.029645472,587296,2.446222,596505,10.34784007,585587,2.226177,585585,10.80141593,0.214646
600600,615614,(13#)20,600601,4512.272,608685,17905.428,615607,2.660162,608685,10.43685650,608061,6907.519268,4.029574131,600947,2.449468,608685,10.44697372,600601,2.233168,608685,10.82813280,0.210822
615615,630629,(13#)41/2,615617,4607.898,615615,18331.261,630613,2.660123,615615,10.58275446,623077,7052.118345,4.029515339,616261,2.453248,615615,10.59291253,615617,2.239854,615615,11.04947536,0.207166
630630,645644,(13#)21,630659,4703.369,636405,18504.641,645641,2.660086,636405,10.38542014,638093,7196.287334,4.029484277,631186,2.456824,636405,10.39660103,630659,2.246265,630630,10.77717767,0.203660
645645,660659,(13#)43/2,645647,4798.188,645645,19065.005,660659,2.660050,645645,10.56955020,653109,7339.911967,4.029409407,647357,2.460180,645645,10.57925831,645647,2.252386,645645,11.02142555,0.200313
660660,675674,(13#)22,660661,4892.870,672945,19192.320,675643,2.660015,660660,10.31775367,668125,7483.091343,4.029340106,662657,2.463374,660660,10.32732307,660661,2.258268,660660,10.76265978,0.197097
675675,690689,(13#)45/2,675706,4987.467,680295,19535.852,690689,2.659980,680295,10.35943223,683141,7625.853692,4.029284411,677036,2.466406,680295,10.37041010,675713,2.263929,675675,10.75583284,0.194002
690690,705704,(13#)23,690692,5081.408,690690,20648.093,705689,2.659947,690690,10.80879355,698157,7768.294780,4.029284642,690841,2.469069,690690,10.81805642,690719,2.269353,690690,11.21811876,0.191036
705705,720719,(13#)47/2,705706,5175.218,705705,20519.540,720703,2.659914,705705,10.54662963,713172,7910.161178,4.029203343,706547,2.472107,705705,10.55565336,705713,2.274565,705705,10.97223010,0.188186
720720,735734,(13#)24,720724,5268.810,726495,20693.235,735733,2.659882,726495,10.37613560,728188,8051.681726,4.029154534,721562,2.474777,726495,10.38614973,720743,2.279594,720720,10.73687423,0.185436
735735,750749,(13#)49/2,735739,5362.076,746130,21791.074,750749,2.659851,746130,10.68115151,743204,8192.797868,4.029102586,739021,2.477650,746130,10.69171581,735739,2.284428,746130,11.04592375,0.182793
750750,765764,(13#)25,750769,5455.205,750750,21159.128,765763,2.659821,750750,10.31698454,758220,8333.526786,4.029051367,752111,2.479834,750750,10.32565027,750769,2.289099,750750,10.72536427,0.180239
765765,780779,(17#)3/2,765767,5547.885,765765,22953.594,780733,2.659791,765765,11.00465781,773236,8473.913968,4.029017993,766321,2.482134,765765,11.01306526,765767,2.293596,765765,11.48634445,0.177781
780780,795794,(13#)26,780782,5640.439,780780,21877.961,795793,2.659762,780780,10.31675112,788251,8613.858307,4.028950340,781127,2.484678,780780,10.32510548,780782,2.297946,780780,10.71464305,0.175404
795795,810809,(13#)53/2,795797,5732.723,795795,22671.941,810809,2.659733,795795,10.51892550,803267,8753.546510,4.028932038,797156,2.487171,795795,10.52717454,795797,2.302141,795795,10.91184023,0.173108
810810,825824,(13#)27,810814,5824.814,823515,22744.130,825821,2.659705,810810,10.31652871,818283,8892.843079,4.028895494,810961,2.489123,810810,10.32467817,810814,2.306204,810810,10.70463072,0.170888
825825,840839,(13#)55/2,825827,5916.622,825825,22949.249,840839,2.659678,825825,10.31642083,833298,9031.804441,4.028863403,826381,2.491130,825825,10.32433220,825827,2.310126,825825,10.69986780,0.168741
840840,855854,(13#)28,840841,6008.227,844305,23424.492,855851,2.659651,844305,10.33306561,848314,9170.298818,4.028774824,842551,2.493245,844305,10.34263921,840841,2.313925,840840,10.69525512,0.166663
855855,870869,(13#)57/2,855857,6099.623,855855,25050.780,870853,2.659625,855855,10.92304735,863329,9308.610563,4.028752210,861506,2.495765,855855,10.93082432,855857,2.317606,855855,11.32964677,0.164650
870870,885884,(13#)29,870871,6190.793,870870,24902.110,885883,2.659600,870870,10.69818857,878345,9446.558594,4.028712158,871021,2.497286,870870,10.70588237,870871,2.321171,870870,11.06826141,0.162699
885885,900899,(13#)59/2,885889,6281.776,885885,24793.020,900869,2.659574,885885,10.49699368,893360,9584.324369,4.028728670,886036,2.498844,885885,10.50443016,885889,2.324629,885885,10.86323913,0.160808
900900,915914,(13#)30,900902,6372.536,903210,25374.612,915911,2.659550,903210,10.56697357,908376,9721.504662,4.028630039,902611,2.500810,903210,10.57622688,900902,2.327985,903210,10.85112369,0.158973
915915,930929,(13#)61/2,915917,6463.078,915915,25493.730,930911,2.659525,915915,10.49066203,923391,9858.600107,4.028623331,919916,2.502835,915915,10.49802501,915917,2.331236,915915,10.84906762,0.157193
930930,945944,(13#)31,930931,6553.430,930930,26295.870,945943,2.659502,930930,10.67143888,938407,9995.230930,4.028549164,931576,2.504376,930930,10.67873080,930931,2.334395,930930,11.02607289,0.155464
945945,960959,(13#)63/2,945949,6643.611,945945,25769.039,960941,2.659478,945945,10.31563219,953422,10131.703031,4.028529725,946382,2.506062,945945,10.32284140,945949,2.337465,945945,10.66664513,0.153784
960960,975974,(13#)32,960961,6733.566,960960,26118.050,975967,2.659455,960960,10.31554150,968438,10267.939639,4.028530085,961397,2.507373,960960,10.32258552,960961,2.340447,960960,10.66301334,0.152152
975975,990989,(13#)65/2,975977,6823.357,975975,26466.281,990989,2.659433,975975,10.31545274,983453,10403.733690,4.028467524,976322,2.508964,975975,10.32244588,975977,2.343347,975975,10.65948178,0.150564
990990,1006004,(13#)33,991009,6913.060,990990,26813.855,1006003,2.659411,990990,10.31536589,998469,10539.281307,4.028417807,994276,2.510791,990990,10.32229966,991009,2.346171,990990,10.65604520,0.149018
1006005,1021019,(13#)67/2,1006007,7002.380,1009470,27698.470,1021019,2.659389,1009470,10.48862638,1013484,10674.587669,4.028380384,1006651,2.511966,1009470,10.49721198,1006007,2.348913,1006005,10.81139664,0.147517
1021020,1036034,(17#)2,1021036,7091.735,1021020,29340.649,1036027,2.659368,1021020,11.00287541,1028500,10809.774812,4.028398061,1022291,2.513457,1021020,11.00953850,1021043,2.351588,1021020,11.39376848,0.146052
1036035,1051049,(13#)69/2,1036039,7180.705,1036035,29178.615,1048576,2.659347,1036035,10.80630875,1043515,10944.469597,4.028329961,1036877,2.514840,1036035,10.81296950,1036039,2.354187,1036035,11.11649206,0.144628
