START,n_geom,C_avg,Cpred_avg,Lambda_avg
11PR5D2,5827,3.949550,4.049514,-2.499519e-02
7PR28,5932,3.965007,4.048089,-2.073749e-02
7PR57D2,6037,3.969178,4.043897,-1.864976e-02
7PR29,6142,3.971519,4.048602,-1.922292e-02
7PR59D2,6247,4.002366,4.046140,-1.087751e-02
7PR30,6352,4.044700,4.049586,-1.207331e-03
7PR61D2,6457,4.017797,4.042123,-6.036200e-03
7PR31,6562,4.059555,4.051098,2.085399e-03
7PR63D2,6667,4.043818,4.043672,3.595380e-05
7PR32,6772,3.992505,4.044167,-1.285683e-02
7PR65D2,6877,4.055639,4.046042,2.369184e-03
11PR3,6982,4.034484,4.051003,-4.086017e-03
7PR67D2,7087,4.008336,4.048551,-9.982869e-03
7PR34,7192,4.006742,4.043665,-9.172983e-03
7PR69D2,7297,3.982325,4.047307,-1.618591e-02
7PR35,7402,3.981201,4.045304,-1.597312e-02
7PR71D2,7507,3.968242,4.043553,-1.880051e-02
7PR36,7612,3.972123,4.048792,-1.911779e-02
7PR73D2,7717,3.945572,4.044706,-2.481509e-02
7PR37,7822,3.939594,4.045143,-2.643921e-02
7PR75D2,7927,3.925289,4.041299,-2.912620e-02
7PR38,8032,3.952136,4.044502,-2.310234e-02
11PR7D2,8137,3.953393,4.049993,-2.414101e-02
7PR39,8242,3.956252,4.047966,-2.291752e-02
7PR79D2,8347,3.967198,4.046723,-1.984732e-02
7PR40,8452,4.005788,4.043474,-9.364020e-03
7PR81D2,8557,3.959131,4.040918,-2.044719e-02
7PR41,8662,4.000405,4.047363,-1.166995e-02
7PR83D2,8767,4.001009,4.045432,-1.104180e-02
7PR42,8872,4.004901,4.041985,-9.217183e-03
7PR85D2,8977,4.002710,4.049626,-1.165277e-02
7PR43,9082,3.981217,4.041709,-1.507995e-02
7PR87D2,9187,4.001248,4.042164,-1.017397e-02
11PR4,9292,4.012813,4.047578,-8.626122e-03
7PR89D2,9397,4.007555,4.046222,-9.602259e-03
7PR45,9502,3.954109,4.041122,-2.176694e-02
7PR91D2,9607,3.959602,4.048389,-2.217539e-02
7PR46,9712,3.979257,4.041810,-1.559740e-02
7PR93D2,9817,4.001682,4.050950,-1.223671e-02
7PR47,9922,3.985420,4.036520,-1.274029e-02
7PR95D2,10027,3.995647,4.049075,-1.328287e-02
7PR48,10132,3.973715,4.041617,-1.694360e-02
7PR97D2,10237,3.994393,4.043757,-1.228278e-02
7PR49,10342,4.024021,4.041041,-4.220668e-03
11PR9D2,10447,4.027247,4.049144,-5.422481e-03
7PR50,10552,4.035725,4.043076,-1.819749e-03
7PR101D2,10657,4.053754,4.041002,3.150633e-03
7PR51,10762,4.070227,4.048462,5.361759e-03
7PR103D2,10867,4.004331,4.039088,-8.642215e-03
7PR52,10972,4.036042,4.050086,-3.473587e-03
7PR105D2,11077,3.992546,4.041000,-1.206297e-02
7PR53,11182,4.025832,4.048674,-5.657907e-03
7PR107D2,11287,3.981372,4.039024,-1.437654e-02
7PR54,11392,4.001539,4.043657,-1.047057e-02
7PR109D2,11497,3.971368,4.039296,-1.695986e-02
11PR5,11602,4.004036,4.044009,-9.933808e-03
7PR111D2,11707,3.996074,4.047528,-1.279371e-02
7PR56,11812,3.976595,4.040632,-1.597506e-02
7PR113D2,11917,3.981940,4.041357,-1.481150e-02
7PR57,12022,4.002692,4.041285,-9.595614e-03
7PR115D2,12127,4.044790,4.048316,-8.712710e-04
7PR58,12232,4.019047,4.044163,-6.229682e-03
7PR117D2,12337,4.042544,4.043664,-2.769323e-04
7PR59,12442,4.009926,4.040553,-7.608787e-03
7PR119D2,12547,4.017812,4.050766,-8.168411e-03
7PR60,12652,3.944461,4.033875,-2.241501e-02
11PR11D2,12757,3.949004,4.047853,-2.472330e-02
7PR61,12862,3.934691,4.043448,-2.726545e-02
7PR123D2,12967,3.968793,4.038786,-1.748198e-02
7PR62,13072,3.980025,4.048149,-1.697160e-02
7PR125D2,13177,3.977088,4.042293,-1.626220e-02
7PR63,13282,3.958165,4.040990,-2.070924e-02
7PR127D2,13387,3.984332,4.041333,-1.420483e-02
7PR64,13492,4.007290,4.044170,-9.161159e-03
7PR129D2,13597,3.987941,4.035135,-1.176469e-02
7PR65,13702,3.991798,4.050842,-1.468291e-02
7PR131D2,13807,3.982027,4.039969,-1.444626e-02
11PR6,13912,3.985947,4.044504,-1.458415e-02
7PR133D2,14017,3.956587,4.043856,-2.181691e-02
7PR67,14122,3.976917,4.041582,-1.612936e-02
7PR135D2,14227,3.967667,4.042096,-1.858531e-02
7PR68,14332,3.989706,4.043702,-1.344301e-02
7PR137D2,14437,3.994566,4.042375,-1.189735e-02
7PR69,14542,4.003207,4.042229,-9.700513e-03
7PR139D2,14647,4.007548,4.042718,-8.737796e-03
7PR70,14752,4.017751,4.038427,-5.133035e-03
7PR141D2,14857,4.036712,4.044521,-1.932733e-03
7PR71,14962,4.021344,4.036072,-3.655620e-03
13PRD2,15581,4.022986,4.042552,-4.851638e-03
11PR7,16737,4.017232,4.041462,-6.013429e-03
11PR15D2,17893,4.009270,4.041479,-8.001441e-03
11PR8,19048,3.999206,4.040733,-1.033011e-02
11PR17D2,20204,3.982392,4.041172,-1.465218e-02
11PR9,21359,3.983191,4.040666,-1.432614e-02
11PR19D2,22515,4.019335,4.040174,-5.171151e-03
11PR10,23670,4.027253,4.040337,-3.243794e-03
11PR21D2,24825,4.024633,4.039773,-3.754631e-03
11PR11,25981,4.000939,4.039901,-9.690904e-03
11PR23D2,27136,4.000845,4.039499,-9.615145e-03
11PR12,28291,4.029672,4.039487,-2.432698e-03
11PR25D2,29446,4.023199,4.038611,-3.823606e-03
13PR,30602,4.005681,4.039605,-8.433411e-03
11PR27D2,31757,3.986567,4.039126,-1.309789e-02
11PR14,32912,4.000521,4.038222,-9.379743e-03
11PR29D2,34067,4.007956,4.038858,-7.680683e-03
11PR15,35222,4.012041,4.038532,-6.581255e-03
11PR31D2,36377,4.001639,4.038255,-9.108633e-03
11PR16,37533,4.012229,4.038303,-6.477646e-03
11PR33D2,38688,4.042901,4.037586,1.315422e-03
11PR17,39843,4.043836,4.038195,1.395783e-03
11PR35D2,40998,4.028247,4.037994,-2.416553e-03
11PR18,42153,4.022976,4.037703,-3.654145e-03
11PR37D2,43308,4.011115,4.037753,-6.619010e-03
11PR19,44463,4.004938,4.037178,-8.017683e-03
13PR3D2,45618,4.011821,4.037645,-6.416232e-03
11PR20,46773,3.995088,4.037329,-1.051786e-02
11PR41D2,47929,4.001174,4.037993,-9.160049e-03
11PR21,49084,4.005415,4.036710,-7.782797e-03
11PR43D2,50239,4.016569,4.037139,-5.108170e-03
11PR22,51394,4.012629,4.036836,-6.014710e-03
11PR45D2,52549,4.013069,4.036799,-5.895678e-03
11PR23,53704,4.013727,4.037188,-5.828332e-03
11PR47D2,54859,4.026321,4.036693,-2.572746e-03
11PR24,56014,4.022016,4.036604,-3.620269e-03
11PR49D2,57169,4.018045,4.036555,-4.596109e-03
11PR25,58324,4.009461,4.036529,-6.728384e-03
11PR51D2,59479,4.004974,4.036133,-7.749797e-03
13PR2,60634,4.021213,4.036456,-3.783536e-03
11PR53D2,61789,4.027165,4.036445,-2.301833e-03
11PR27,62944,4.027227,4.036387,-2.271791e-03
11PR55D2,64099,4.042465,4.036401,1.501341e-03
11PR28,65254,4.025187,4.035917,-2.662264e-03
11PR57D2,66409,4.022208,4.035930,-3.405560e-03
11PR29,67565,4.014983,4.036112,-5.248716e-03
11PR59D2,68720,4.021830,4.035967,-3.509026e-03
11PR30,69875,4.013554,4.036022,-5.582256e-03
11PR61D2,71030,4.017318,4.035779,-4.584811e-03
11PR31,72185,4.013949,4.035864,-5.444953e-03
11PR63D2,73340,4.017545,4.035600,-4.483984e-03
11PR32,74495,4.011600,4.035641,-5.974873e-03
13PR5D2,75650,4.009473,4.035410,-6.448212e-03
11PR33,76805,4.011181,4.035770,-6.111643e-03
11PR67D2,77960,4.011397,4.035033,-5.874844e-03
11PR34,79115,4.010841,4.035662,-6.169404e-03
11PR69D2,80270,4.009339,4.035930,-6.610403e-03
11PR35,81425,4.023757,4.035080,-2.810012e-03
11PR71D2,82580,4.022988,4.035142,-3.016726e-03
11PR36,83735,4.018975,4.035037,-3.988698e-03
11PR73D2,84890,4.010615,4.035504,-6.186515e-03
11PR37,86045,4.012185,4.035446,-5.780798e-03
11PR75D2,87200,4.016880,4.034635,-4.410405e-03
11PR38,88355,4.017290,4.035525,-4.528999e-03
11PR77D2,89510,4.013390,4.034307,-5.198273e-03
13PR3,90665,4.019602,4.035561,-3.962519e-03
11PR79D2,91820,4.027853,4.035248,-1.834327e-03
11PR40,92975,4.027672,4.034578,-1.713225e-03
11PR81D2,94130,4.033261,4.034928,-4.130349e-04
11PR41,95285,4.031047,4.034734,-9.143353e-04
11PR83D2,96440,4.023644,4.035467,-2.934021e-03
11PR42,97595,4.022244,4.033881,-2.889039e-03
11PR85D2,98750,4.019603,4.034575,-3.717885e-03
11PR43,99905,4.024129,4.034623,-2.604224e-03
11PR87D2,101060,4.027807,4.034969,-1.776602e-03
11PR44,102215,4.036172,4.034648,3.777287e-04
11PR89D2,103370,4.031097,4.034702,-8.939256e-04
11PR45,104525,4.026614,4.033949,-1.820000e-03
13PR7D2,105680,4.026356,4.034487,-2.017442e-03
11PR46,106835,4.024832,4.034637,-2.433065e-03
11PR93D2,107990,4.023421,4.034515,-2.753563e-03
11PR47,109145,4.024285,4.034399,-2.510128e-03
11PR95D2,110300,4.018552,4.034581,-3.981027e-03
11PR48,111456,4.018080,4.034015,-3.957977e-03
11PR97D2,112611,4.008850,4.034541,-6.387976e-03
11PR49,113766,4.007609,4.034206,-6.614867e-03
11PR99D2,114921,4.008934,4.034086,-6.254562e-03
11PR50,116076,4.006627,4.034341,-6.893168e-03
11PR101D2,117231,4.001487,4.033813,-8.045990e-03
11PR51,118386,4.004457,4.034577,-7.493531e-03
11PR103D2,119541,4.004474,4.033521,-7.227469e-03
13PR4,120696,4.012186,4.034111,-5.449742e-03
11PR105D2,121851,4.010717,4.034303,-5.863486e-03
11PR53,123006,4.013154,4.033959,-5.170759e-03
11PR107D2,124161,4.019512,4.033839,-3.558075e-03
11PR54,125316,4.024609,4.034170,-2.373055e-03
11PR109D2,126471,4.024588,4.033846,-2.297729e-03
11PR55,127626,4.016761,4.033557,-4.172772e-03
11PR111D2,128781,4.025668,4.033824,-2.023914e-03
11PR56,129936,4.027098,4.034218,-1.766380e-03
11PR113D2,131091,4.022806,4.033607,-2.681401e-03
11PR57,132246,4.023545,4.033795,-2.544288e-03
11PR115D2,133401,4.024300,4.034026,-2.413844e-03
11PR58,134556,4.021612,4.033125,-2.858748e-03
13PR9D2,135711,4.017535,4.034142,-4.125005e-03
11PR59,136866,4.015958,4.033056,-4.248493e-03
11PR119D2,138021,4.020978,4.034019,-3.238125e-03
11PR60,139176,4.029398,4.033958,-1.131062e-03
11PR121D2,140331,4.036050,4.033477,6.376892e-04
11PR61,141486,4.031334,4.033139,-4.476471e-04
11PR123D2,142641,4.027764,4.033546,-1.434472e-03
11PR62,143796,4.023193,4.033577,-2.577780e-03
11PR125D2,144951,4.017469,4.033908,-4.083552e-03
11PR63,146106,4.018640,4.033360,-3.656041e-03
11PR127D2,147261,4.024243,4.033382,-2.268535e-03
11PR64,148416,4.024348,4.033701,-2.321547e-03
11PR129D2,149571,4.023152,4.032683,-2.366329e-03
13PR5,150726,4.026363,4.033599,-1.795586e-03
11PR131D2,151881,4.021994,4.033478,-2.851218e-03
11PR66,153036,4.028740,4.033046,-1.068221e-03
11PR133D2,154191,4.034701,4.033441,3.121787e-04
11PR67,155346,4.026774,4.033459,-1.658833e-03
11PR135D2,156501,4.022407,4.033258,-2.694024e-03
11PR68,157656,4.021694,4.032887,-2.779224e-03
11PR137D2,158811,4.016326,4.033096,-4.166898e-03
11PR69,159966,4.018280,4.033414,-3.759369e-03
11PR139D2,161121,4.019692,4.033168,-3.346820e-03
11PR70,162276,4.017758,4.033457,-3.899710e-03
11PR141D2,163431,4.019354,4.033020,-3.394286e-03
11PR71,164586,4.016191,4.032493,-4.050719e-03
13PR11D2,165741,4.022623,4.033500,-2.700252e-03
11PR72,166896,4.022411,4.032958,-2.618549e-03
11PR145D2,168051,4.024999,4.032988,-1.982823e-03
11PR73,169206,4.022035,4.033350,-2.809279e-03
11PR147D2,170361,4.024957,4.032970,-1.988751e-03
11PR74,171516,4.023541,4.033170,-2.390413e-03
11PR149D2,172671,4.022166,4.032789,-2.637728e-03
11PR75,173826,4.020945,4.032522,-2.875112e-03
11PR151D2,174981,4.018592,4.032999,-3.578524e-03
11PR76,176136,4.015699,4.033103,-4.324515e-03
11PR153D2,177291,4.022440,4.032669,-2.539597e-03
11PR77,178446,4.028049,4.032931,-1.211147e-03
11PR155D2,179601,4.028028,4.032456,-1.098557e-03
13PR6,180756,4.026469,4.033085,-1.641695e-03
11PR157D2,181911,4.027196,4.032798,-1.390267e-03
11PR79,183066,4.023990,4.032773,-2.180249e-03
11PR159D2,184221,4.028325,4.033163,-1.200441e-03
11PR80,185376,4.023577,4.032711,-2.267760e-03
11PR161D2,186531,4.016996,4.032729,-3.908933e-03
11PR81,187686,4.022741,4.032469,-2.415400e-03
11PR163D2,188841,4.024257,4.032832,-2.128683e-03
11PR82,189996,4.023997,4.032598,-2.135177e-03
11PR165D2,191151,4.017656,4.032656,-3.726644e-03
11PR83,192306,4.012280,4.032774,-5.094911e-03
11PR167D2,193461,4.015177,4.032860,-4.394362e-03
11PR84,194616,4.016524,4.031704,-3.772429e-03
13PR13D2,195771,4.014185,4.032519,-4.556993e-03
11PR85,196926,4.014717,4.032983,-4.539551e-03
11PR171D2,198081,4.013609,4.032817,-4.774301e-03
11PR86,199236,4.008516,4.032433,-5.948972e-03
11PR173D2,200391,4.008258,4.032188,-5.952425e-03
11PR87,201546,4.010611,4.032963,-5.557666e-03
11PR175D2,202701,4.013349,4.032245,-4.697011e-03
11PR88,203856,4.014284,4.032366,-4.494254e-03
11PR177D2,205011,4.012588,4.032685,-4.995936e-03
11PR89,206166,4.013633,4.032615,-4.718244e-03
11PR179D2,207321,4.014391,4.032190,-4.423860e-03
11PR90,208476,4.013153,4.032237,-4.744133e-03
11PR181D2,209631,4.015080,4.032096,-4.229051e-03
13PR7,210786,4.016649,4.032762,-4.003529e-03
11PR183D2,211941,4.018067,4.032401,-3.561078e-03
11PR92,213096,4.023933,4.032381,-2.097233e-03
11PR185D2,214251,4.023164,4.032118,-2.223162e-03
11PR93,215406,4.028561,4.032287,-9.244822e-04
11PR187D2,216561,4.025375,4.032293,-1.716952e-03
11PR94,217716,4.028236,4.032437,-1.042201e-03
11PR189D2,218871,4.029538,4.032034,-6.192529e-04
11PR95,220026,4.028400,4.032605,-1.043144e-03
11PR191D2,221181,4.032678,4.031995,1.693723e-04
11PR96,222336,4.028821,4.032270,-8.556727e-04
11PR193D2,223491,4.029912,4.032475,-6.356669e-04
11PR97,224646,4.029917,4.031750,-4.546027e-04
13PR15D2,225801,4.033492,4.032181,3.251290e-04
11PR98,226956,4.028911,4.032360,-8.558261e-04
11PR197D2,228111,4.029162,4.032223,-7.592316e-04
11PR99,229266,4.029957,4.032232,-5.643552e-04
11PR199D2,230421,4.030768,4.032106,-3.319856e-04
11PR100,231576,4.031054,4.031894,-2.081398e-04
11PR201D2,232731,4.030269,4.032039,-4.392668e-04
11PR101,233886,4.032269,4.032004,6.586980e-05
11PR203D2,235041,4.033860,4.031903,4.853284e-04
11PR102,236196,4.033353,4.032039,3.258817e-04
11PR205D2,237351,4.036423,4.032405,9.961009e-04
11PR103,238506,4.033324,4.031827,3.712627e-04
11PR207D2,239661,4.034302,4.031679,6.505594e-04
13PR8,240816,4.027116,4.032065,-1.228162e-03
11PR209D2,241971,4.027936,4.032554,-1.146049e-03
11PR105,243126,4.026508,4.031629,-1.271023e-03
11PR211D2,244281,4.028880,4.032135,-8.076221e-04
11PR106,245436,4.030160,4.032337,-5.400459e-04
11PR213D2,246591,4.023919,4.031546,-1.893763e-03
11PR107,247746,4.019882,4.031644,-2.921915e-03
11PR215D2,248901,4.018629,4.031787,-3.268802e-03
11PR108,250056,4.020482,4.032044,-2.871702e-03
11PR217D2,251211,4.022307,4.032464,-2.521962e-03
11PR109,252366,4.020126,4.031113,-2.729359e-03
11PR219D2,253521,4.021293,4.032259,-2.723205e-03
11PR110,254676,4.020023,4.031254,-2.789920e-03
17PRD2,262655,4.021829,4.031737,-2.460439e-03
13PR9,277676,4.015871,4.031589,-3.906111e-03
13PR19D2,292696,4.024227,4.031488,-1.802655e-03
13PR10,307715,4.016165,4.031296,-3.760231e-03
13PR21D2,322735,4.021814,4.031208,-2.333094e-03
13PR11,337754,4.026793,4.031052,-1.056984e-03
13PR23D2,352772,4.029882,4.030954,-2.659384e-04
13PR12,367790,4.023750,4.030833,-1.758870e-03
13PR25D2,382808,4.021013,4.030730,-2.413635e-03
13PR13,397826,4.025903,4.030660,-1.180965e-03
13PR27D2,412844,4.028104,4.030544,-6.056001e-04
13PR14,427861,4.019928,4.030419,-2.606551e-03
13PR29D2,442878,4.020104,4.030381,-2.553353e-03
13PR15,457895,4.019759,4.030293,-2.616934e-03
13PR31D2,472912,4.023432,4.030182,-1.676202e-03
13PR16,487929,4.024909,4.030130,-1.296475e-03
13PR33D2,502946,4.018886,4.030027,-2.768277e-03
17PR,517963,4.023058,4.029992,-1.722066e-03
13PR35D2,532979,4.025258,4.029879,-1.147418e-03
13PR18,547996,4.024553,4.029850,-1.315255e-03
13PR37D2,563012,4.024540,4.029753,-1.294440e-03
13PR19,578028,4.025788,4.029727,-9.780157e-04
13PR39D2,593044,4.030078,4.029645,1.073268e-04
13PR20,608061,4.028766,4.029574,-2.004850e-04
13PR41D2,623077,4.029579,4.029515,1.571293e-05
13PR21,638093,4.023799,4.029484,-1.411918e-03
13PR43D2,653109,4.020593,4.029409,-2.190444e-03
13PR22,668125,4.018334,4.029340,-2.735122e-03
13PR45D2,683141,4.022226,4.029284,-1.753259e-03
13PR23,698157,4.020029,4.029285,-2.299824e-03
13PR47D2,713172,4.015841,4.029203,-3.322004e-03
13PR24,728188,4.018742,4.029155,-2.587690e-03
13PR49D2,743204,4.023585,4.029103,-1.370334e-03
13PR25,758220,4.023248,4.029051,-1.441318e-03
17PR3D2,773236,4.024490,4.029018,-1.124375e-03
13PR26,788251,4.027030,4.028950,-4.766481e-04
13PR53D2,803267,4.027693,4.028932,-3.076566e-04
13PR27,818283,4.027196,4.028895,-4.219019e-04
13PR55D2,833298,4.025062,4.028863,-9.439350e-04
13PR28,848314,4.026855,4.028775,-4.767203e-04
13PR57D2,863329,4.025773,4.028752,-7.397151e-04
13PR29,878345,4.023344,4.028712,-1.333390e-03
13PR59D2,893360,4.022435,4.028729,-1.563423e-03
13PR30,908376,4.022216,4.028630,-1.593275e-03
13PR61D2,923391,4.025072,4.028623,-8.818340e-04
13PR31,938407,4.026097,4.028549,-6.088553e-04
13PR63D2,953422,4.022507,4.028530,-1.496117e-03
13PR32,968438,4.024792,4.028530,-9.284572e-04
13PR65D2,983453,4.025200,4.028468,-8.115017e-04
13PR33,998469,4.025667,4.028418,-6.831935e-04
13PR67D2,1013484,4.027719,4.028380,-1.640724e-04
