alpha,n_min_lambda,min_lambda,n_max_lambda,max_lambda
0.0078125,399,-1.216366,192,-0.533825
0.015625,7702695,-0.1997744,9189180,-0.1663552
0.015625,4774770,-0.2126102,5870865,-0.1584534
0.015625,4692765,-0.1949445,4624620,-0.1607327
0.015625,4519515,-0.1976927,4489485,-0.1566923
0.015625,4339335,-0.2118914,4408950,-0.1566284
0.015625,4114110,-0.1941912,4189185,-0.1606281
0.015625,3946635,-0.2022268,4037880,-0.1584311
0.015625,3738735,-0.2135653,3708705,-0.1625817
0.015625,3527160,-0.2136507,3663660,-0.1518843
0.015625,3483480,-0.2278197,3416490,-0.1457543
0.015625,3288285,-0.2137688,3161235,-0.1180138
0.015625,3028410,-0.2001897,3108105,-0.156898
0.015625,2905980,-0.2263695,2807805,-0.1497126
0.015625,2709630,-0.2371129,2672670,-0.1595051
0.015625,2462460,-0.2080222,2523675,-0.1517571
0.015625,2342340,-0.2097822,2387385,-0.1675236
0.015625,2162160,-0.2260386,2087085,-0.1427067
0.015625,1929585,-0.2131161,1966965,-0.1583938
0.015625,1789515,-0.2295316,1861860,-0.1547927
0.015625,1590435,-0.2533014,1651650,-0.1907642
0.015625,1396395,-0.2507828,1415505,-0.157832
0.015625,1306305,-0.2554388,1171170,-0.1579721
0.015625,1060290,-0.2636217,1119195,-0.1736836
0.015625,863940,-0.2966584,870870,-0.1983218
0.015625,638715,-0.320214,705705,-0.2339474
0.015625,464100,-0.3791421,600600,-0.2526096
0.015625,285285,-0.4422283,435435,-0.2985157
0.015625,247170,-0.4937941,252525,-0.35782
0.015625,235620,-0.5782369,239085,-0.4151578
0.015625,215460,-0.5736438,225225,-0.3220292
0.015625,214305,-0.6173597,207900,-0.4041162
0.015625,199290,-0.5832955,196350,-0.4526318
0.015625,174405,-0.6197564,177870,-0.4444654
0.015625,165165,-0.6233125,169260,-0.5077614
0.015625,157080,-0.6308644,150150,-0.5039877
0.015625,145320,-0.6728133,139230,-0.4975719
0.015625,129090,-0.7129591,120120,-0.5524853
0.015625,104475,-0.7571946,105105,-0.5668563
0.015625,97140,-0.7949997,94185,-0.6529176
0.015625,78435,-0.8625074,80955,-0.7335043
0.015625,73920,-0.8181979,71085,-0.6057375
0.015625,61845,-0.7901433,56595,-0.5349255
0.015625,45045,-0.8469984,42315,-0.4353296
0.015625,30870,-0.771209,26565,-0.5251722
0.015625,14805,-0.8872828,20235,-0.6294444
0.015625,14103,-1.147056,13545,-0.6152758
0.015625,12270,-0.9732973,12390,-0.4403291
0.015625,11355,-1.143318,10920,-0.8348693
0.015625,9870,-1.081845,9330,-0.7638148
0.015625,8370,-1.134439,8730,-0.700736
0.015625,7290,-1.415147,6870,-0.6202904
0.015625,6060,-1.344688,5460,-0.7214191
0.015625,5256,-1.271132,4620,-0.9136282
0.015625,3030,-1.324767,3582,-0.8063551
0.015625,2550,-1.532527,2685,-0.8513392
0.015625,1146,-1.932822,1290,-0.6719021
0.015625,913,-1.902693,870,-0.7787558
0.015625,851,-1.866077,765,-1.089549
0.015625,669,-1.818916,570,-1.069288
0.015625,473,-1.50695,462,-0.8146788
0.015625,267,-1.507778,108,-0.5824859
0.015625,267,-1.507778,102,-0.5456494
0.03125,6846840,-0.1320936,9189180,-0.08930812
0.03125,4774770,-0.1805033,6561555,-0.1248614
0.03125,4684680,-0.1851304,4594590,-0.1546781
0.03125,4414410,-0.1905961,4549545,-0.156155
0.03125,4324320,-0.1989326,4408950,-0.1684029
0.03125,4129125,-0.1981513,4084080,-0.1700082
0.03125,3888885,-0.2169265,3993990,-0.1786857
0.03125,3862320,-0.221219,3708705,-0.1863296
0.03125,3543540,-0.1934702,3663660,-0.1683643
0.03125,3438435,-0.2068798,3393390,-0.1729368
0.03125,3303300,-0.1967594,3161235,-0.1449506
0.03125,2987985,-0.2074959,3138135,-0.1400928
0.03125,2822820,-0.1888638,2942940,-0.1581471
0.03125,2702700,-0.1969736,2612610,-0.147627
0.03125,2477475,-0.173153,2537535,-0.1440967
0.03125,2415105,-0.1835519,2297295,-0.1428361
0.03125,2072070,-0.1858363,2207205,-0.1447146
0.03125,1936935,-0.1988811,1966965,-0.13499
0.03125,1763580,-0.1865957,1861860,-0.1429064
0.03125,1582035,-0.2018582,1651650,-0.1398289
0.03125,1426425,-0.1945946,1411410,-0.1414805
0.03125,1256640,-0.2000557,1171170,-0.143056
0.03125,1060290,-0.20615,1111110,-0.1436088
0.03125,855855,-0.2039384,881790,-0.1611831
0.03125,636405,-0.2246306,720720,-0.1643743
0.03125,464100,-0.2802889,596505,-0.1505769
0.03125,285285,-0.3085885,435435,-0.2045353
0.03125,242550,-0.3363213,252525,-0.2217179
0.03125,231420,-0.354479,239085,-0.2764138
0.03125,217140,-0.3723016,225225,-0.1836035
0.03125,209160,-0.3745959,207900,-0.2500419
0.03125,195195,-0.421231,196350,-0.2691815
0.03125,185535,-0.3843086,181545,-0.2930824
0.03125,162435,-0.4582338,159390,-0.3507283
0.03125,156975,-0.3990727,157080,-0.3091576
0.03125,141570,-0.4849275,139230,-0.3345639
0.03125,128205,-0.4807654,126945,-0.3529683
0.03125,107835,-0.4998429,105105,-0.4050917
0.03125,97020,-0.5047131,94185,-0.3911352
0.03125,77805,-0.5858397,83160,-0.4846854
0.03125,64890,-0.6112403,70455,-0.4761244
0.03125,51975,-0.6976571,58905,-0.4978281
0.03125,38850,-0.8183366,42315,-0.593737
0.03125,24360,-0.6796699,23415,-0.5414503
0.03125,14385,-0.9437315,15015,-0.5505874
0.03125,13725,-0.9485191,13545,-0.5059524
0.03125,12915,-0.8258585,12180,-0.558933
0.03125,10665,-0.9766085,10920,-0.6950325
0.03125,9765,-1.007244,10395,-0.6915936
0.03125,8295,-1.007159,8085,-0.6248549
0.03125,7260,-1.029856,7035,-0.6898117
0.03125,6636,-0.9646519,6195,-0.6222621
0.03125,4305,-1.20393,5415,-0.7975708
0.03125,2940,-1.177969,3615,-0.7799522
0.03125,1845,-1.438425,2730,-0.6670088
0.03125,1137,-1.909646,1590,-0.7947934
0.03125,987,-1.62996,870,-0.8581847
0.03125,804,-1.507216,705,-1.013252
0.03125,535,-1.958632,603,-0.8869407
0.03125,415,-1.860132,453,-0.8309802
0.03125,267,-1.773355,195,-0.812511
0.03125,134,-1.510424,60,-0.561033
0.0625,6846840,-0.07989788,8843835,-0.04940701
0.0625,4774770,-0.1021083,6561555,-0.0649477
0.0625,4633860,-0.1021429,4594590,-0.08427751
0.0625,4414410,-0.1136658,4579575,-0.09057367
0.0625,4324320,-0.1159243,4408950,-0.08641202
0.0625,4129125,-0.1180171,4189185,-0.09669549
0.0625,3918915,-0.1338096,4037880,-0.09903539
0.0625,3858855,-0.1263269,3828825,-0.102671
0.0625,3588585,-0.1274746,3527160,-0.09824533
0.0625,3416490,-0.1337306,3393390,-0.1125827
0.0625,3303300,-0.135111,3318315,-0.1083823
0.0625,2987985,-0.142761,3138135,-0.1131317
0.0625,2822820,-0.1530335,2807805,-0.1145547
0.0625,2709630,-0.1593648,2645370,-0.1236134
0.0625,2477475,-0.165351,2567565,-0.1320806
0.0625,2342340,-0.1777331,2387385,-0.1462239
0.0625,2072070,-0.1865866,2238390,-0.1543129
0.0625,1936935,-0.2030723,2042040,-0.1514122
0.0625,1887270,-0.1792543,1726725,-0.1517412
0.0625,1576575,-0.1882202,1651650,-0.1558125
0.0625,1471470,-0.1837702,1411410,-0.1420816
0.0625,1336335,-0.1739477,1171170,-0.1357042
0.0625,1081080,-0.1628824,1111110,-0.1428897
0.0625,951405,-0.1737875,825825,-0.1295857
0.0625,795795,-0.1596284,750750,-0.1340297
0.0625,451605,-0.1891813,596505,-0.1460688
0.0625,375375,-0.2039573,412335,-0.1407114
0.0625,248640,-0.2733984,252525,-0.1482816
0.0625,241395,-0.2536738,239085,-0.1655946
0.0625,228375,-0.2783216,218295,-0.1866637
0.0625,203490,-0.2770981,212520,-0.1812693
0.0625,192465,-0.2510265,196350,-0.176922
0.0625,174405,-0.2872845,185955,-0.1765751
0.0625,163020,-0.3166972,169260,-0.2552357
0.0625,156975,-0.2877146,145530,-0.208567
0.0625,137445,-0.3013175,143220,-0.232423
0.0625,119595,-0.3194196,126945,-0.2111761
0.0625,104475,-0.3772603,115500,-0.270891
0.0625,92400,-0.3545752,94710,-0.2484854
0.0625,87780,-0.4080258,88935,-0.3108872
0.0625,66045,-0.4736666,73710,-0.3194093
0.0625,61215,-0.4266242,58905,-0.3236761
0.0625,37695,-0.5400849,47355,-0.4295157
0.0625,21945,-0.6678717,32760,-0.4525657
0.0625,14355,-0.7547247,14595,-0.4764572
0.0625,13650,-0.8317037,13035,-0.5441089
0.0625,12075,-0.8012996,12390,-0.4965073
0.0625,10845,-0.8303296,11550,-0.5100214
0.0625,10200,-0.7515763,9240,-0.3916057
0.0625,8358,-0.8335575,8715,-0.5431589
0.0625,6930,-0.8848314,7350,-0.6202166
0.0625,6510,-0.7594908,5565,-0.5641616
0.0625,4320,-0.884337,4725,-0.6392384
0.0625,2940,-0.9642974,3360,-0.4924402
0.0625,2415,-1.081574,2865,-0.714501
0.0625,1131,-1.481158,1575,-0.6639029
0.0625,954,-1.759287,870,-0.9961739
0.0625,750,-1.627671,717,-1.104658
0.0625,525,-1.96974,630,-0.9303414
0.0625,348,-1.446489,441,-0.9072858
0.0625,222,-1.913735,270,-0.8764289
0.0625,159,-1.813276,30,-0.6884988
0.125,6636630,-0.0510947,8843835,-0.0334323
0.125,4774770,-0.06239125,5870865,-0.03778644
0.125,4699695,-0.06499913,4714710,-0.04930284
0.125,4534530,-0.0698227,4579575,-0.04902507
0.125,4309305,-0.06674285,4408950,-0.04609148
0.125,4129125,-0.06959613,4114110,-0.05609287
0.125,3918915,-0.0763371,4037880,-0.05670353
0.125,3768765,-0.07616416,3708705,-0.0597611
0.125,3593205,-0.07650189,3527160,-0.05633071
0.125,3416490,-0.07473631,3393390,-0.06222715
0.125,3182025,-0.08151644,3318315,-0.06693514
0.125,2987985,-0.08106237,3078075,-0.06456151
0.125,2847075,-0.08936705,2807805,-0.05908705
0.125,2709630,-0.0895129,2645370,-0.07028225
0.125,2492490,-0.09365518,2523675,-0.07804652
0.125,2316930,-0.1011594,2297295,-0.08586366
0.125,2132130,-0.1121088,2087085,-0.08397739
0.125,1936935,-0.1179524,2027025,-0.08948587
0.125,1741740,-0.1169243,1865325,-0.09799514
0.125,1576575,-0.1364306,1666665,-0.1073522
0.125,1396395,-0.147852,1411410,-0.1147112
0.125,1186185,-0.1471941,1276275,-0.1260664
0.125,1060290,-0.1700882,1141140,-0.1382368
0.125,945945,-0.1875749,855855,-0.1430054
0.125,680295,-0.1564627,645645,-0.1202579
0.125,596505,-0.1599094,555555,-0.1218666
0.125,311220,-0.1728606,435435,-0.1204957
0.125,248325,-0.1795157,246015,-0.1295163
0.125,241395,-0.1859642,232155,-0.1423268
0.125,217140,-0.2015055,218295,-0.140166
0.125,203490,-0.1930185,202125,-0.1403946
0.125,198660,-0.1804964,196350,-0.1419673
0.125,174405,-0.190747,185955,-0.1433671
0.125,163800,-0.2260631,162435,-0.1611197
0.125,151515,-0.2006138,145530,-0.1421762
0.125,142065,-0.2048367,139230,-0.159119
0.125,119595,-0.2485523,126945,-0.1656779
0.125,103950,-0.2664883,112035,-0.1852942
0.125,94185,-0.2159617,100485,-0.1781088
0.125,77805,-0.2579758,80850,-0.1912395
0.125,65835,-0.2906245,73710,-0.2007064
0.125,49350,-0.3142478,51870,-0.2193039
0.125,35490,-0.3490216,46410,-0.2605895
0.125,29295,-0.4245071,32760,-0.3068255
0.125,14385,-0.6180332,16590,-0.4568904
0.125,13650,-0.6616389,14175,-0.4773037
0.125,12075,-0.7143563,12540,-0.5568716
0.125,10590,-0.7381662,11550,-0.5745997
0.125,10080,-0.7464351,9240,-0.5472709
0.125,7980,-0.7137183,8085,-0.5158744
0.125,7245,-0.7150545,7770,-0.525131
0.125,6525,-0.7189733,5610,-0.481612
0.125,4515,-0.6884449,5250,-0.4891158
0.125,3615,-0.7261402,3795,-0.4944511
0.125,1995,-0.8101754,2565,-0.5089445
0.125,1071,-1.011533,1590,-0.5970615
0.125,897,-1.0587,975,-0.70942
0.125,789,-1.156308,765,-0.7752295
0.125,525,-1.357061,630,-0.8419487
0.125,333,-1.390485,450,-0.9058816
0.125,150,-1.419825,165,-0.8206893
0.125,45,-1.548602,12,-0.3572128
0.25,6636630,-0.03265071,8843835,-0.02409728
0.25,4774770,-0.04141484,5870865,-0.02177592
0.25,4699695,-0.04144567,4714710,-0.03347205
0.25,4414410,-0.04402569,4516050,-0.03381187
0.25,4384380,-0.04126574,4279275,-0.0314011
0.25,4129125,-0.04151213,4189185,-0.02997056
0.25,3873870,-0.04604314,4037880,-0.03251501
0.25,3858855,-0.04750535,3753750,-0.03619143
0.25,3633630,-0.04681186,3527160,-0.03541391
0.25,3498495,-0.04803289,3393390,-0.03957285
0.25,3228225,-0.04835741,3161235,-0.03493607
0.25,3123120,-0.05177449,3028410,-0.03998543
0.25,2882880,-0.0599931,2852850,-0.04159727
0.25,2709630,-0.05569278,2645370,-0.04002489
0.25,2552550,-0.05867269,2523675,-0.04149515
0.25,2387385,-0.05694824,2417415,-0.04367416
0.25,2162160,-0.06500224,2192190,-0.05244198
0.25,1936935,-0.07000829,1996995,-0.05317913
0.25,1741740,-0.06868949,1826055,-0.05676592
0.25,1546545,-0.07486315,1666665,-0.06112471
0.25,1396395,-0.0824354,1452990,-0.06804438
0.25,1186185,-0.0901914,1276275,-0.06513182
0.25,1051050,-0.09723678,1141140,-0.07512686
0.25,810810,-0.1108545,975975,-0.09438375
0.25,672945,-0.1293813,780780,-0.1027504
0.25,480480,-0.1567962,608685,-0.1223907
0.25,375375,-0.1547251,270270,-0.1184412
0.25,253890,-0.1601973,246015,-0.1231811
0.25,229320,-0.1573734,232050,-0.1043509
0.25,219450,-0.147113,218295,-0.117234
0.25,205590,-0.156297,202125,-0.1216581
0.25,190575,-0.155153,196350,-0.1229825
0.25,176715,-0.1445055,179025,-0.119112
0.25,167475,-0.1613465,170940,-0.1227795
0.25,146685,-0.1570557,150150,-0.1012849
0.25,136290,-0.1644328,133980,-0.118379
0.25,118965,-0.1657074,122430,-0.120164
0.25,103950,-0.1768895,106260,-0.1263614
0.25,103740,-0.1713906,94710,-0.1319747
0.25,85470,-0.1786248,80850,-0.1425017
0.25,62790,-0.1840219,69615,-0.1500032
0.25,51975,-0.2292765,51870,-0.1606947
0.25,37905,-0.2421127,46410,-0.167541
0.25,24255,-0.2969213,28665,-0.1911279
0.25,14910,-0.3993522,19635,-0.2849091
0.25,13650,-0.4263387,14175,-0.3226427
0.25,12075,-0.4633752,12810,-0.3204148
0.25,10815,-0.4556964,11550,-0.3373191
0.25,9360,-0.5433391,10395,-0.3793235
0.25,7980,-0.540185,8925,-0.3740454
0.25,6765,-0.5881186,7770,-0.3973147
0.25,5670,-0.6196532,6090,-0.5200426
0.25,5145,-0.639948,4515,-0.5170421
0.25,3675,-0.5744076,3465,-0.4580582
0.25,2100,-0.609954,1680,-0.4830414
0.25,1125,-0.8573804,1050,-0.5665172
0.25,903,-0.7905383,870,-0.6171567
0.25,720,-0.879364,735,-0.651856
0.25,585,-0.9806434,570,-0.5779383
0.25,375,-0.9336973,483,-0.7582785
0.25,159,-1.43821,195,-0.8294191
0.25,15,-1.510838,105,-0.8930266
0.25,15,-1.510838,6,-0.6114851
0.5,6891885,-0.02314029,9444435,-0.01713188
