n,C(n),Cminus(n),C(n)-Cminus(n),CminusAsym(n),C(n)-CminusAsym(n),preMertens,preMertensAsymp,alpha(n)
140009,2.495139,2.094725,0.400414,2.125424,0.369716,5416,7219,0.500000000000
141676,2.498497,2.098912,0.399585,2.125494,0.373003,5416,7219,0.500000000000
142258,2.505830,2.095797,0.410033,2.125518,0.380312,5416,7219,0.500000000000
143896,2.509536,2.089755,0.419781,2.125586,0.383951,5416,7219,0.500000000000
145144,2.491578,2.092795,0.398783,2.125637,0.365941,5416,7219,0.500000000000
146176,2.504029,2.090794,0.413235,2.125679,0.378351,5416,7219,0.500000000000
147401,2.521313,2.088249,0.433065,2.125728,0.395586,5416,7219,0.500000000000
148696,2.533538,2.091320,0.442219,2.125779,0.407759,5416,7219,0.500000000000
149846,2.509766,2.094026,0.415740,2.125824,0.383941,5416,7219,0.500000000000
150292,2.507348,2.095071,0.412277,2.125842,0.381506,5416,7219,0.500000000000
151909,2.518866,2.093425,0.425441,2.125905,0.392961,5416,7219,0.500000000000
152914,2.505061,2.095739,0.409322,2.125943,0.379118,5416,7219,0.500000000000
154702,2.506776,2.095430,0.411346,2.126011,0.380765,5416,7219,0.500000000000
155816,2.502854,2.097947,0.404906,2.126053,0.376801,5416,7219,0.500000000000
156007,2.496651,2.098377,0.398274,2.126060,0.370591,5416,7219,0.500000000000
157901,2.486203,2.097305,0.388898,2.126131,0.360073,5416,7219,0.500000000000
158419,2.533724,2.094135,0.439589,2.126150,0.407575,5416,7219,0.500000000000
159407,2.542242,2.096311,0.445931,2.126186,0.416056,5416,7219,0.500000000000
160466,2.542565,2.098629,0.443936,2.126224,0.416341,5416,7219,0.500000000000
161659,2.491347,2.091693,0.399654,2.126267,0.365080,5416,7219,0.500000000000
162353,2.507294,2.093187,0.414107,2.126292,0.381002,5416,7219,0.500000000000
163297,2.519915,2.095211,0.424704,2.126326,0.393589,5416,7219,0.500000000000
164954,2.477786,2.098737,0.379049,2.126384,0.351402,5416,7219,0.500000000000
165701,2.520785,2.100316,0.420469,2.126410,0.394375,5416,7219,0.500000000000
166351,2.526473,2.097464,0.429008,2.126433,0.400040,5416,7219,0.500000000000
167809,2.490909,2.095362,0.395546,2.126483,0.364426,5416,7219,0.500000000000
168814,2.509419,2.093264,0.416154,2.126517,0.382902,5416,7219,0.500000000000
169069,2.509706,2.093789,0.415916,2.126526,0.383180,5416,7219,0.500000000000
170539,2.495056,2.096802,0.398255,2.126576,0.368481,5416,7219,0.500000000000
171694,2.497959,2.099152,0.398807,2.126615,0.371345,5416,7219,0.500000000000
172384,2.506484,2.100550,0.405935,2.126638,0.379846,5416,7219,0.500000000000
172849,2.504239,2.097351,0.406887,2.126653,0.377585,5416,7219,0.500000000000
174214,2.457750,2.100088,0.357662,2.126698,0.331052,5416,7219,0.500000000000
174814,2.514062,2.101285,0.412777,2.126718,0.387344,5416,7219,0.500000000000
175309,2.514805,2.102270,0.412536,2.126734,0.388071,5416,7219,0.500000000000
176551,2.496728,2.099693,0.397035,2.126774,0.369954,5416,7219,0.500000000000
177841,2.524335,2.097219,0.427116,2.126816,0.397519,5416,7219,0.500000000000
178898,2.502055,2.099276,0.402779,2.126850,0.375205,5416,7219,0.500000000000
179083,2.529322,2.099635,0.429688,2.126856,0.402467,5416,7219,0.500000000000
180379,2.501151,2.102139,0.399012,2.126897,0.374255,5416,7219,0.500000000000
181919,2.535068,2.101045,0.434023,2.126945,0.408123,5416,7219,0.500000000000
182519,2.515243,2.098160,0.417082,2.126964,0.388279,5416,7219,0.500000000000
184696,2.506373,2.102269,0.404104,2.127031,0.379342,5416,7219,0.500000000000
185578,2.512282,2.103922,0.408361,2.127058,0.385224,5416,7219,0.500000000000
187024,2.533868,2.101715,0.432152,2.127102,0.406766,5416,7219,0.500000000000
187471,2.522543,2.102542,0.420001,2.127116,0.395428,5416,7219,0.500000000000
189094,2.510677,2.100655,0.410022,2.127165,0.383512,5416,7219,0.500000000000
189817,2.521375,2.101975,0.419401,2.127186,0.394189,5416,7219,0.500000000000
191626,2.523077,2.105257,0.417820,2.127240,0.395837,5416,7219,0.500000000000
191768,2.509171,2.105513,0.403657,2.127244,0.381927,5416,7219,0.500000000000
193639,2.501153,2.104061,0.397092,2.127299,0.373854,5416,7219,0.500000000000
194767,2.519507,2.106069,0.413437,2.127331,0.392175,5416,7219,0.500000000000
195751,2.518018,2.103909,0.414109,2.127360,0.390658,5416,7219,0.500000000000
197402,2.512439,2.102044,0.410395,2.127407,0.385032,5416,7219,0.500000000000
198046,2.523633,2.103167,0.420466,2.127425,0.396208,5416,7219,0.500000000000
199021,2.495353,2.104861,0.390492,2.127453,0.367900,5416,7219,0.500000000000
200899,2.517394,2.104242,0.413152,2.127505,0.389889,5416,7219,0.500000000000
201904,2.515768,2.101261,0.414506,2.127533,0.388234,5416,7219,0.500000000000
203128,2.520731,2.103341,0.417390,2.127567,0.393164,5416,7219,0.500000000000
203417,2.508934,2.103831,0.405104,2.127575,0.381359,5416,7219,0.500000000000
204928,2.464243,2.106379,0.357864,2.127616,0.336626,5416,7219,0.500000000000
205924,2.529874,2.108049,0.421824,2.127643,0.402230,5416,7219,0.500000000000
206984,2.513240,2.106024,0.407215,2.127672,0.385568,5416,7219,0.500000000000
208129,2.513207,2.107923,0.405284,2.127703,0.385505,5416,7219,0.500000000000
209362,2.520880,2.105330,0.415550,2.127736,0.393145,5416,7219,0.500000000000
210557,2.506060,2.107286,0.398774,2.127767,0.378293,5416,7219,0.500000000000
211459,2.494267,2.105004,0.389263,2.127791,0.366476,5416,7219,0.500000000000
212644,2.547725,2.102343,0.445382,2.127822,0.419903,5416,7219,0.500000000000
213407,2.548578,2.103571,0.445007,2.127842,0.420736,5416,7219,0.500000000000
213784,2.541986,2.104176,0.437809,2.127852,0.414134,5416,7219,0.500000000000
215797,2.564075,2.102830,0.461245,2.127904,0.436171,5416,7219,0.500000000000
215854,2.563496,2.099218,0.464279,2.127905,0.435591,5416,7219,0.500000000000
216917,2.525146,2.100897,0.424249,2.127932,0.397214,5416,7219,0.500000000000
217697,2.481485,2.098437,0.383047,2.127952,0.353532,5416,7219,0.500000000000
219311,2.546183,2.096452,0.449731,2.127993,0.418190,5416,7219,0.500000000000
220453,2.532386,2.098223,0.434164,2.128022,0.404365,5416,7219,0.500000000000
221332,2.526687,2.099580,0.427107,2.128044,0.398643,5416,7219,0.500000000000
222634,2.538822,2.097933,0.440889,2.128076,0.410746,5416,7219,0.500000000000
223469,2.547178,2.099209,0.447969,2.128097,0.419082,5416,7219,0.500000000000
225002,2.551522,2.101540,0.449982,2.128134,0.423387,5416,7219,0.500000000000
225892,2.548480,2.102887,0.445593,2.128156,0.420324,5416,7219,0.500000000000
227251,2.549104,2.104933,0.444171,2.128189,0.420915,5416,7219,0.500000000000
228097,2.525164,2.106202,0.418962,2.128209,0.396955,5416,7219,0.500000000000
229234,2.519971,2.107900,0.412071,2.128237,0.391734,5416,7219,0.500000000000
230848,2.518411,2.102289,0.416122,2.128275,0.390136,5416,7219,0.500000000000
231643,2.524351,2.103459,0.420892,2.128294,0.396057,5416,7219,0.500000000000
232189,2.532524,2.104261,0.428263,2.128307,0.404217,5416,7219,0.500000000000
233978,2.534564,2.106876,0.427687,2.128349,0.406215,5416,7219,0.500000000000
235028,2.506846,2.104841,0.402005,2.128373,0.378473,5416,7219,0.500000000000
236092,2.538865,2.106379,0.432486,2.128398,0.410467,5416,7219,0.500000000000
237883,2.566648,2.104614,0.462034,2.128439,0.438209,5416,7219,0.500000000000
238892,2.539570,2.106053,0.433517,2.128462,0.411108,5416,7219,0.500000000000
239857,2.497741,2.103900,0.393841,2.128484,0.369257,5416,7219,0.500000000000
241393,2.514952,2.098268,0.416684,2.128519,0.386434,5416,7219,0.500000000000
242119,2.534017,2.099285,0.434732,2.128535,0.405482,5416,7219,0.500000000000
243043,2.536059,2.100575,0.435484,2.128556,0.407503,5416,7219,0.500000000000
243736,2.522425,2.101540,0.420884,2.128571,0.393853,5416,7219,0.500000000000
245587,2.544113,2.104105,0.440008,2.128612,0.415500,5416,7219,0.500000000000
246518,2.561050,2.101913,0.459137,2.128633,0.432417,5416,7219,0.500000000000
247868,2.534405,2.103763,0.430642,2.128663,0.405743,5416,7219,0.500000000000
248867,2.548208,2.105126,0.443082,2.128684,0.419524,5416,7219,0.500000000000
249512,2.527815,2.101774,0.426041,2.128698,0.399116,5416,7219,0.500000000000
251081,2.534266,2.100457,0.433809,2.128732,0.405534,5416,7219,0.500000000000
252071,2.523456,2.101787,0.421669,2.128754,0.394703,5416,7219,0.500000000000
252346,2.523591,2.102156,0.421435,2.128759,0.394831,5416,7219,0.500000000000
253741,2.514393,2.099828,0.414565,2.128789,0.385604,5416,7219,0.500000000000
255214,2.528919,2.098370,0.430549,2.128820,0.400099,5416,7219,0.500000000000
259801,2.503359,2.096838,0.406521,2.128916,0.374443,5416,7219,0.500000000000
272794,2.510783,2.105873,0.404910,2.129178,0.381605,5416,7219,0.500000000000
285424,2.505523,2.103967,0.401556,2.129419,0.376104,5416,7219,0.500000000000
303904,2.513081,2.107654,0.405428,2.129750,0.383332,5416,7219,0.500000000000
324223,2.512902,2.108677,0.404225,2.130088,0.382815,5416,7219,0.500000000000
340261,2.521429,2.111333,0.410096,2.130338,0.391092,5416,7219,0.500000000000
354971,2.521369,2.112313,0.409056,2.130555,0.390814,5416,7219,0.500000000000
357722,2.523280,2.114866,0.408415,2.130595,0.392685,5416,7219,0.500000000000
366794,2.499164,2.110320,0.388844,2.130723,0.368441,5416,7219,0.500000000000
386068,2.523716,2.104927,0.418789,2.130983,0.392733,5416,7219,0.500000000000
401509,2.524416,2.106155,0.418260,2.131181,0.393234,5416,7219,0.500000000000
414448,2.520611,2.107239,0.413371,2.131340,0.389270,5416,7219,0.500000000000
431146,2.523703,2.110945,0.412758,2.131537,0.392166,5416,7219,0.500000000000
448444,2.521152,2.112093,0.409058,2.131733,0.389419,5416,7219,0.500000000000
463549,2.513127,2.106310,0.406817,2.131896,0.381231,5416,7219,0.500000000000
467009,2.541140,2.105620,0.435520,2.131933,0.409207,5416,7219,0.500000000000
478334,2.541576,2.107775,0.433801,2.132051,0.409525,5416,7219,0.500000000000
488339,2.536748,2.111971,0.424777,2.132152,0.404596,5416,7219,0.500000000000
498436,2.527659,2.108167,0.419492,2.132252,0.395407,5416,7219,0.500000000000
515611,2.539315,2.113660,0.425655,2.132416,0.406898,5416,7219,0.500000000000
535858,2.540830,2.112974,0.427857,2.132603,0.408228,5416,7219,0.500000000000
548461,2.531963,2.112327,0.419635,2.132715,0.399248,5416,7219,0.500000000000
569077,2.543991,2.113816,0.430175,2.132891,0.411100,5416,7219,0.500000000000
571262,2.550486,2.115039,0.435447,2.132910,0.417576,5416,7219,0.500000000000
588338,2.563074,2.114302,0.448772,2.133050,0.430024,5416,7219,0.500000000000
612022,2.551653,2.114641,0.437011,2.133237,0.418416,5416,7219,0.500000000000
621472,2.552996,2.116811,0.436185,2.133310,0.419686,5416,7219,0.500000000000
633967,2.541689,2.118749,0.422940,2.133403,0.408286,5416,7219,0.500000000000
656629,2.539026,2.118116,0.420910,2.133568,0.405458,5416,7219,0.500000000000
674719,2.554681,2.119373,0.435308,2.133695,0.420986,5416,7219,0.500000000000
686398,2.527108,2.115447,0.411661,2.133775,0.393333,5416,7219,0.500000000000
703568,2.559020,2.116508,0.442512,2.133890,0.425130,5416,7219,0.500000000000
713309,2.554701,2.114195,0.440506,2.133953,0.420748,5416,7219,0.500000000000
733528,2.558252,2.118439,0.439814,2.134082,0.424170,5416,7219,0.500000000000
748691,2.568782,2.113412,0.455371,2.134176,0.434606,5416,7219,0.500000000000
758411,2.555201,2.113455,0.441746,2.134235,0.420965,5416,7219,0.500000000000
770558,2.532269,2.114019,0.418250,2.134308,0.397961,5416,7219,0.500000000000
787162,2.561586,2.113475,0.448112,2.134406,0.427181,5416,7219,0.500000000000
804191,2.552045,2.112381,0.439664,2.134503,0.417542,5416,7219,0.500000000000
819212,2.562766,2.116213,0.446553,2.134587,0.428179,5416,7219,0.500000000000
831373,2.564720,2.114217,0.450503,2.134654,0.430066,5416,7219,0.500000000000
850253,2.564273,2.113217,0.451056,2.134755,0.429518,5416,7219,0.500000000000
860422,2.564422,2.116899,0.447523,2.134809,0.429614,5416,7219,0.500000000000
883648,2.566164,2.118758,0.447407,2.134928,0.431236,5416,7219,0.500000000000
891427,2.564719,2.117375,0.447344,2.134968,0.429751,5416,7219,0.500000000000
909037,2.548728,2.117129,0.431599,2.135055,0.413673,5416,7219,0.500000000000
915961,2.547074,2.117660,0.429414,2.135089,0.411985,5416,7219,0.500000000000
944161,2.565326,2.119046,0.446279,2.135224,0.430102,5416,7219,0.500000000000
957844,2.549019,2.119526,0.429493,2.135288,0.413731,5416,7219,0.500000000000
965491,2.573451,2.120205,0.453246,2.135323,0.438128,5416,7219,0.500000000000
968299,2.573348,2.118939,0.454409,2.135336,0.438012,5416,7219,0.500000000000
990586,2.569172,2.120297,0.448875,2.135437,0.433735,5416,7219,0.500000000000
1004449,2.563918,2.120698,0.443221,2.135498,0.428421,5416,7219,0.500000000000
1016921,2.561834,2.121031,0.440803,2.135552,0.426281,5416,7219,0.500000000000
1034134,2.571303,2.120257,0.451046,2.135626,0.435677,5416,7219,0.500000000000
1050706,2.556321,2.119259,0.437062,2.135696,0.420626,5416,7219,0.500000000000
1053142,2.560025,2.119967,0.440058,2.135706,0.424319,5416,7219,0.500000000000
1067611,2.564956,2.118337,0.446619,2.135765,0.429191,5416,7219,0.500000000000
1093418,2.575284,2.120261,0.455023,2.135869,0.439415,5416,7219,0.500000000000
1101119,2.571810,2.118723,0.453087,2.135900,0.435910,5416,7219,0.500000000000
1116337,2.566773,2.117594,0.449179,2.135960,0.430814,5416,7219,0.500000000000
1138519,2.571708,2.114691,0.457016,2.136045,0.435663,5416,7219,0.500000000000
1154584,2.576126,2.115338,0.460788,2.136105,0.440020,5416,7219,0.500000000000
1166306,2.582036,2.115190,0.466846,2.136149,0.445887,5416,7219,0.500000000000
1171721,2.577143,2.116593,0.460550,2.136169,0.440974,5416,7219,0.500000000000
1190542,2.575724,2.115928,0.459796,2.136238,0.439486,5416,7219,0.500000000000
1201553,2.553525,2.116773,0.436751,2.136277,0.417247,5416,7219,0.500000000000
1227416,2.574592,2.119356,0.455235,2.136369,0.438223,5416,7219,0.500000000000
1239109,2.571541,2.118749,0.452791,2.136409,0.435131,5416,7219,0.500000000000
1246537,2.571671,2.119003,0.452668,2.136435,0.435236,5416,7219,0.500000000000
1271308,2.567174,2.119606,0.447569,2.136519,0.430656,5416,7219,0.500000000000
1287808,2.580738,2.120077,0.460661,2.136574,0.444165,5416,7219,0.500000000000
1303117,2.581485,2.123640,0.457844,2.136624,0.444861,5416,7219,0.500000000000
1305097,2.580555,2.122579,0.457976,2.136630,0.443925,5416,7219,0.500000000000
1308529,2.570502,2.123371,0.447132,2.136641,0.433861,5416,7219,0.500000000000
1327552,2.567012,2.124365,0.442647,2.136703,0.430309,5416,7219,0.500000000000
1347289,2.580835,2.126966,0.453869,2.136765,0.444070,5416,7219,0.500000000000
1352977,2.568573,2.124909,0.443664,2.136783,0.431790,5416,7219,0.500000000000
1367291,2.578175,2.125097,0.453078,2.136827,0.441348,5416,7219,0.500000000000
1392068,2.581279,2.125716,0.455563,2.136903,0.444376,5416,7219,0.500000000000
1403569,2.576241,2.124916,0.451325,2.136938,0.439303,5416,7219,0.500000000000
1421554,2.574203,2.122558,0.451645,2.136991,0.437212,5416,7219,0.500000000000
1427329,2.563568,2.121991,0.441577,2.137008,0.426560,5416,7219,0.500000000000
1446013,2.577389,2.122671,0.454718,2.137063,0.440326,5416,7219,0.500000000000
1460213,2.583438,2.125597,0.457841,2.137104,0.446334,5416,7219,0.500000000000
1485139,2.569529,2.121433,0.448096,2.137174,0.432355,5416,7219,0.500000000000
1498438,2.572049,2.119519,0.452530,2.137211,0.434838,5416,7219,0.500000000000
1508933,2.579741,2.121600,0.458141,2.137240,0.442501,5416,7219,0.500000000000
1525204,2.588498,2.119939,0.468559,2.137285,0.451213,5416,7219,0.500000000000
1538384,2.572062,2.120785,0.451277,2.137321,0.434741,5416,7219,0.500000000000
1552613,2.581629,2.122132,0.459498,2.137359,0.444270,5416,7219,0.500000000000
1568978,2.579733,2.122164,0.457569,2.137402,0.442330,5416,7219,0.500000000000
1588283,2.576881,2.122736,0.454145,2.137453,0.439428,5416,7219,0.500000000000
1600058,2.588112,2.123560,0.464552,2.137484,0.450629,5416,7219,0.500000000000
1611293,2.582728,2.124271,0.458457,2.137512,0.445216,5416,7219,0.500000000000
1625321,2.576631,2.125484,0.451147,2.137548,0.439082,5416,7219,0.500000000000
1647964,2.569523,2.121897,0.447626,2.137605,0.431918,5416,7219,0.500000000000
1658869,2.582682,2.123852,0.458830,2.137632,0.445050,5416,7219,0.500000000000
1668971,2.593334,2.121011,0.472323,2.137657,0.455677,5416,7219,0.500000000000
1693639,2.579746,2.120743,0.459003,2.137717,0.442029,5416,7219,0.500000000000
1708321,2.575121,2.118712,0.456409,2.137753,0.437368,5416,7219,0.500000000000
1725814,2.588012,2.119075,0.468937,2.137794,0.450218,5416,7219,0.500000000000
1740821,2.579711,2.117389,0.462322,2.137830,0.441881,5416,7219,0.500000000000
1746859,2.570141,2.116804,0.453336,2.137844,0.432297,5416,7219,0.500000000000
1770016,2.583728,2.115167,0.468560,2.137898,0.445830,5416,7219,0.500000000000
1777753,2.573578,2.116450,0.457129,2.137915,0.435663,5416,7219,0.500000000000
1791778,2.589083,2.117467,0.471616,2.137947,0.451136,5416,7219,0.500000000000
1801531,2.589448,2.119064,0.470384,2.137969,0.451479,5416,7219,0.500000000000
1802266,2.584393,2.119184,0.465209,2.137971,0.446421,5416,7219,0.500000000000
1831436,2.577516,2.122628,0.454888,2.138036,0.439480,5416,7219,0.500000000000
1835741,2.571404,2.123319,0.448085,2.138046,0.433358,5416,7219,0.500000000000
1858867,2.583732,2.121616,0.462116,2.138096,0.445636,5416,7219,0.500000000000
1872751,2.587271,2.122249,0.465022,2.138127,0.449145,5416,7219,0.500000000000
1877164,2.577582,2.122941,0.454641,2.138136,0.439446,5416,7219,0.500000000000
1892416,2.592349,2.123771,0.468577,2.138169,0.454180,5416,7219,0.500000000000
1908661,2.585161,2.124743,0.460418,2.138203,0.446958,5416,7219,0.500000000000
1931242,2.580351,2.124437,0.455914,2.138251,0.442100,5416,7219,0.500000000000
1939141,2.593342,2.125635,0.467707,2.138267,0.455075,5416,7219,0.500000000000
1953379,2.593798,2.126538,0.467260,2.138296,0.455501,5416,7219,0.500000000000
1969936,2.574568,2.127494,0.447074,2.138330,0.436238,5416,7219,0.500000000000
1988632,2.587112,2.126282,0.460830,2.138368,0.448743,5416,7219,0.500000000000
1997902,2.586030,2.127646,0.458384,2.138387,0.447643,5416,7219,0.500000000000
2021137,2.583325,2.128584,0.454740,2.138433,0.444892,5416,7219,0.500000000000
2033041,2.591447,2.128809,0.462638,2.138457,0.452990,5416,7219,0.500000000000
2046526,2.580428,2.126543,0.453885,2.138483,0.441945,5416,7219,0.500000000000
2053553,2.579809,2.124847,0.454962,2.138497,0.441312,5416,7219,0.500000000000
2071096,2.585053,2.124646,0.460406,2.138531,0.446522,5416,7219,0.500000000000
2076304,2.586796,2.125380,0.461416,2.138541,0.448256,5416,7219,0.500000000000
2098952,2.580068,2.127080,0.452988,2.138584,0.441484,5416,7219,0.500000000000
2106019,2.587094,2.125397,0.461698,2.138597,0.448497,5416,7219,0.500000000000
2118514,2.592353,2.125659,0.466694,2.138621,0.453732,5416,7219,0.500000000000
2136091,2.592237,2.123040,0.469197,2.138654,0.453584,5416,7219,0.500000000000
2149759,2.601746,2.124899,0.476847,2.138679,0.463067,5416,7219,0.500000000000
2166772,2.597074,2.124569,0.472505,2.138710,0.458364,5416,7219,0.500000000000
2191216,2.591899,2.126662,0.465236,2.138755,0.453144,5416,7219,0.500000000000
2198473,2.595378,2.126188,0.469190,2.138768,0.456611,5416,7219,0.500000000000
2210389,2.596815,2.126327,0.470489,2.138789,0.458026,5416,7219,0.500000000000
2222702,2.600920,2.123917,0.477004,2.138811,0.462109,5416,7219,0.500000000000
2246323,2.596339,2.124403,0.471936,2.138853,0.457486,5416,7219,0.500000000000
2263843,2.582011,2.125241,0.456769,2.138884,0.443127,5416,7219,0.500000000000
2279476,2.588150,2.126088,0.462062,2.138911,0.449240,5416,7219,0.500000000000
2294377,2.602427,2.126572,0.475855,2.138936,0.463491,5416,7219,0.500000000000
2309311,2.594955,2.127312,0.467643,2.138962,0.455993,5416,7219,0.500000000000
2316212,2.583454,2.128179,0.455275,2.138974,0.444480,5416,7219,0.500000000000
2333168,2.592297,2.127757,0.464540,2.139002,0.453295,5416,7219,0.500000000000
2338396,2.592073,2.127269,0.464805,2.139011,0.453062,5416,7219,0.500000000000
2352563,2.595422,2.125360,0.470063,2.139035,0.456388,5416,7219,0.500000000000
2368486,2.590531,2.126182,0.464349,2.139061,0.451470,5416,7219,0.500000000000
2375998,2.595066,2.127099,0.467967,2.139074,0.455993,5416,7219,0.500000000000
2391856,2.585609,2.126520,0.459089,2.139100,0.446510,5416,7219,0.500000000000
2409742,2.596264,2.126183,0.470081,2.139129,0.457136,5416,7219,0.500000000000
2425117,2.592377,2.125537,0.466840,2.139154,0.453223,5416,7219,0.500000000000
2434183,2.589718,2.125251,0.464468,2.139168,0.450550,5416,7219,0.500000000000
2459998,2.595797,2.125830,0.469967,2.139209,0.456588,5416,7219,0.500000000000
2473948,2.581392,2.126109,0.455283,2.139231,0.442161,5416,7219,0.500000000000
2484971,2.595580,2.127393,0.468186,2.139249,0.456331,5416,7219,0.500000000000
2495473,2.597962,2.125060,0.472901,2.139265,0.458697,5416,7219,0.500000000000
2511253,2.602871,2.125535,0.477336,2.139290,0.463582,5416,7219,0.500000000000
2525273,2.595884,2.127141,0.468743,2.139311,0.456573,5416,7219,0.500000000000
2548498,2.597963,2.127599,0.470364,2.139347,0.458616,5416,7219,0.500000000000
2555363,2.595337,2.127042,0.468295,2.139357,0.455979,5416,7219,0.500000000000
2561659,2.595602,2.127751,0.467850,2.139367,0.456235,5416,7219,0.500000000000
2578036,2.596895,2.128258,0.468636,2.139391,0.457503,5416,7219,0.500000000000
2594246,2.593958,2.127416,0.466542,2.139416,0.454542,5416,7219,0.500000000000
2612419,2.590050,2.125952,0.464098,2.139443,0.450608,5416,7219,0.500000000000
2622619,2.592665,2.125759,0.466906,2.139458,0.453208,5416,7219,0.500000000000
2640928,2.597647,2.125377,0.472270,2.139485,0.458162,5416,7219,0.500000000000
2653489,2.589649,2.124366,0.465283,2.139503,0.450146,5416,7219,0.500000000000
2662903,2.599814,2.124318,0.475495,2.139517,0.460297,5416,7219,0.500000000000
2683354,2.590833,2.123091,0.467742,2.139546,0.451287,5416,7219,0.500000000000
2695961,2.593039,2.124436,0.468603,2.139564,0.453475,5416,7219,0.500000000000
2717602,2.598752,2.124619,0.474133,2.139595,0.459157,5416,7219,0.500000000000
2719121,2.594914,2.124779,0.470135,2.139597,0.455316,5416,7219,0.500000000000
2727523,2.595083,2.125664,0.469419,2.139609,0.455474,5416,7219,0.500000000000
2739127,2.593271,2.126882,0.466389,2.139625,0.453645,5416,7219,0.500000000000
2759311,2.597895,2.125605,0.472290,2.139653,0.458242,5416,7219,0.500000000000
2774917,2.605239,2.124899,0.480340,2.139675,0.465564,5416,7219,0.500000000000
2781718,2.593394,2.124324,0.469070,2.139685,0.453709,5416,7219,0.500000000000
2798351,2.597376,2.124757,0.472619,2.139707,0.457669,5416,7219,0.500000000000
2812492,2.599243,2.125164,0.474079,2.139727,0.459516,5416,7219,0.500000000000
2825503,2.600128,2.126485,0.473643,2.139744,0.460384,5416,7219,0.500000000000
2849842,2.600123,2.127909,0.472213,2.139777,0.460345,5416,7219,0.500000000000
2863901,2.601423,2.128289,0.473134,2.139796,0.461627,5416,7219,0.500000000000
2873672,2.596843,2.128006,0.468837,2.139809,0.457034,5416,7219,0.500000000000
2895122,2.601897,2.125580,0.476316,2.139837,0.462059,5416,7219,0.500000000000
2904764,2.591674,2.125511,0.466163,2.139850,0.451824,5416,7219,0.500000000000
2919424,2.602268,2.125931,0.476337,2.139869,0.462399,5416,7219,0.500000000000
2936938,2.587620,2.126394,0.461227,2.139892,0.447728,5416,7219,0.500000000000
2949664,2.600223,2.126614,0.473609,2.139909,0.460314,5416,7219,0.500000000000
2970467,2.599407,2.126148,0.473258,2.139935,0.459472,5416,7219,0.500000000000
2980234,2.595608,2.125070,0.470537,2.139948,0.455660,5416,7219,0.500000000000
2997242,2.598877,2.126693,0.472184,2.139969,0.458908,5416,7219,0.500000000000
3004042,2.591117,2.126111,0.465005,2.139978,0.451139,5416,7219,0.500000000000
3021439,2.592341,2.127758,0.464584,2.140000,0.452342,5416,7219,0.500000000000
3040787,2.595932,2.126356,0.469576,2.140024,0.455908,5416,7219,0.500000000000
3051956,2.608155,2.126404,0.481751,2.140038,0.468117,5416,7219,0.500000000000
3053924,2.607868,2.125370,0.482498,2.140040,0.467827,5416,7219,0.500000000000
3066709,2.591466,2.124573,0.466893,2.140056,0.451410,5416,7219,0.500000000000
3092806,2.597068,2.124783,0.472285,2.140088,0.456979,5416,7219,0.500000000000
3107012,2.604617,2.124877,0.479740,2.140106,0.464511,5416,7219,0.500000000000
3115766,2.600286,2.124693,0.475593,2.140116,0.460170,5416,7219,0.500000000000
3127703,2.602558,2.125780,0.476778,2.140131,0.462427,5416,7219,0.500000000000
3144191,2.605823,2.127275,0.478548,2.140151,0.465672,5416,7219,0.500000000000
3159916,2.603373,2.127495,0.475879,2.140169,0.463204,5416,7219,0.500000000000
3177964,2.601562,2.128137,0.473426,2.140191,0.461372,5416,7219,0.500000000000
3192643,2.602437,2.128252,0.474185,2.140208,0.462228,5416,7219,0.500000000000
3201973,2.598668,2.126699,0.471969,2.140219,0.458449,5416,7219,0.500000000000
3226558,2.596537,2.128872,0.467665,2.140248,0.456289,5416,7219,0.500000000000
3235957,2.604722,2.128731,0.475991,2.140259,0.464463,5416,7219,0.500000000000
3245252,2.608783,2.128363,0.480420,2.140270,0.468513,5416,7219,0.500000000000
3260314,2.604682,2.128712,0.475970,2.140287,0.464395,5416,7219,0.500000000000
3275093,2.605763,2.129033,0.476729,2.140304,0.465459,5416,7219,0.500000000000
3290396,2.600457,2.128221,0.472236,2.140322,0.460135,5416,7219,0.500000000000
3317926,2.603487,2.130585,0.472903,2.140353,0.463135,5416,7219,0.500000000000
3326234,2.605172,2.130125,0.475048,2.140362,0.464810,5416,7219,0.500000000000
3341761,2.604131,2.130493,0.473638,2.140380,0.463751,5416,7219,0.500000000000
3354079,2.597185,2.128470,0.468714,2.140393,0.456791,5416,7219,0.500000000000
3364727,2.596771,2.129368,0.467402,2.140405,0.456365,5416,7219,0.500000000000
3380669,2.605672,2.129761,0.475911,2.140423,0.465249,5416,7219,0.500000000000
3395806,2.609983,2.131027,0.478956,2.140440,0.469543,5416,7219,0.500000000000
3411274,2.603699,2.132315,0.471384,2.140457,0.463242,5416,7219,0.500000000000
3425579,2.611718,2.132346,0.479372,2.140472,0.471246,5416,7219,0.500000000000
3434458,2.611137,2.131198,0.479939,2.140482,0.470655,5416,7219,0.500000000000
3439621,2.611954,2.131624,0.480330,2.140488,0.471467,5416,7219,0.500000000000
3464267,2.603425,2.131561,0.471864,2.140514,0.462911,5416,7219,0.500000000000
3479059,2.604518,2.131832,0.472686,2.140530,0.463988,5416,7219,0.500000000000
3484846,2.614571,2.132302,0.482269,2.140536,0.474035,5416,7219,0.500000000000
3489916,2.613878,2.130639,0.483239,2.140542,0.473336,5416,7219,0.500000000000
